segment;pas;capteur;succes;attendu
S036;151;alpha;0;0.16335227272727273
S036;159;alpha;0;0.08973935994721215
S036;202;alpha;0;0.03007751937984496
S036;206;alpha;1;0.454396504642272
S036;207;alpha;0;0.37459434399629116
S036;212;alpha;1;0.454396504642272
S036;213;alpha;0;0.16335227272727273
S036;230;alpha;0;0.11368277739959155
S036;277;alpha;1;0.454396504642272
S036;278;alpha;0;0.22510334460729048
S036;280;alpha;1;0.37459434399629116
S036;281;alpha;1;0.37459434399629116
S036;282;alpha;1;0.28258221680876977
S036;283;alpha;0;0.454396504642272
S036;286;alpha;0;0.37459434399629116
S036;288;alpha;0;0.005145278450363196
S036;291;alpha;0;0.06172049888071634
S036;325;alpha;0;0.37459434399629116
S036;334;alpha;0;0.03917267314321529
S036;338;alpha;1;0.28258221680876977
S036;339;alpha;1;0.11368277739959155
S036;340;alpha;0;0.28258221680876977
S036;350;alpha;0;0.454396504642272
S036;352;alpha;0;0.01712014674411495
S036;386;alpha;0;0.01712014674411495
S036;388;alpha;0;0.22510334460729048
S036;390;alpha;0;0.454396504642272
S036;406;alpha;1;0.454396504642272
S036;407;alpha;0;0.22510334460729048
S036;417;alpha;0;0.06172049888071634
S036;419;alpha;0;0.11368277739959155
S036;430;alpha;1;0.454396504642272
S036;431;alpha;1;0.16335227272727273
S036;432;alpha;1;0.454396504642272
S036;433;alpha;0;0.28258221680876977
S036;450;alpha;1;0.37459434399629116
S036;451;alpha;1;0.454396504642272
S036;452;alpha;0;0.37459434399629116
S036;456;alpha;0;0.37459434399629116
S036;458;alpha;0;0.454396504642272
S036;481;alpha;0;0.37459434399629116
S036;484;alpha;0;0.11368277739959155
S036;488;alpha;1;0.454396504642272
S036;489;alpha;1;0.16335227272727273
S036;490;alpha;1;0.22510334460729048
S036;491;alpha;1;0.11368277739959155
S036;492;alpha;1;0.28258221680876977
S036;493;alpha;0;0.014058679706601468
S036;497;alpha;0;0.007541478129713424
S036;515;alpha;0;0.454396504642272
S036;517;alpha;1;0.28258221680876977
S036;518;alpha;0;0.37459434399629116
S036;525;alpha;1;0.28258221680876977
S036;526;alpha;0;0.16335227272727273
S036;541;alpha;0;0.007541478129713424
S036;546;alpha;1;0.454396504642272
S036;547;alpha;0;0.22510334460729048
S036;549;alpha;0;0.03917267314321529
S036;557;alpha;0;0.37459434399629116
S036;584;alpha;0;0.28258221680876977
S036;604;alpha;0;0.37459434399629116
S036;610;alpha;1;0.37459434399629116
S036;611;alpha;1;0.37459434399629116
S036;612;alpha;0;0.05497957901350927
S036;615;alpha;1;0.28258221680876977
S036;616;alpha;1;0.22510334460729048
S036;617;alpha;0;0.03007751937984496
S036;663;alpha;0;0.05497957901350927
S036;672;alpha;1;0.28258221680876977
S036;673;alpha;0;0.28258221680876977
S036;675;alpha;0;0.28258221680876977
S036;686;alpha;0;0.16335227272727273
S036;688;alpha;0;0.37459434399629116
S036;691;alpha;0;0.16335227272727273
S036;727;alpha;0;0.454396504642272
S036;729;alpha;1;0.37459434399629116
S036;730;alpha;0;0.22510334460729048
S036;776;alpha;0;0.28258221680876977
S036;781;alpha;0;0.28258221680876977
S036;785;alpha;1;0.28258221680876977
S036;786;alpha;0;0.05497957901350927
S036;822;alpha;0;0.454396504642272
S036;824;alpha;1;0.454396504642272
S036;825;alpha;1;0.11368277739959155
S036;826;alpha;0;0.11368277739959155
S036;828;alpha;1;0.454396504642272
S036;829;alpha;1;0.22510334460729048
S036;830;alpha;0;0.454396504642272
S036;833;alpha;0;0.37459434399629116
S036;835;alpha;1;0.37459434399629116
S036;836;alpha;1;0.454396504642272
S036;837;alpha;0;0.16335227272727273
S036;840;alpha;1;0.06172049888071634
S036;841;alpha;0;0.11368277739959155
S036;843;alpha;0;0.16335227272727273
S036;853;alpha;0;0.16335227272727273
S036;879;alpha;1;0.22510334460729048
S036;880;alpha;0;0.06172049888071634
S036;888;alpha;1;0.08973935994721215
S036;889;alpha;0;0.11368277739959155
S036;892;alpha;1;0.37459434399629116
S036;893;alpha;0;0.05497957901350927
S036;900;alpha;0;0.28258221680876977
S036;908;alpha;1;0.11368277739959155
S036;909;alpha;1;0.28258221680876977
S036;910;alpha;1;0.454396504642272
S036;911;alpha;0;0.16335227272727273
S036;916;alpha;0;0.08973935994721215
S036;925;alpha;0;0.37459434399629116
S036;936;alpha;0;0.22510334460729048
S036;958;alpha;0;0.37459434399629116
S036;980;alpha;1;0.22510334460729048
S036;981;alpha;0;0.16335227272727273
S036;984;alpha;0;0.005474452554744526
S036;1009;alpha;0;0.22510334460729048
S036;1011;alpha;1;0.16335227272727273
S036;1012;alpha;0;0.014058679706601468
S036;1038;alpha;0;0.007541478129713424
S036;1040;alpha;1;0.08973935994721215
S036;1041;alpha;0;0.28258221680876977
S036;1043;alpha;0;0.08973935994721215
S036;1045;alpha;0;0.454396504642272
S036;1048;alpha;0;0.37459434399629116
S036;1055;alpha;0;0.11368277739959155
S036;1068;alpha;0;0.22510334460729048
S036;1087;alpha;0;0.37459434399629116
S036;1195;alpha;0;0.012198841110094541
S036;1215;alpha;0;0.454396504642272
S036;1217;alpha;0;0.454396504642272
S036;1222;alpha;1;0.37459434399629116
S036;1223;alpha;1;0.37459434399629116
S036;1224;alpha;0;0.005474452554744526
S036;1251;alpha;0;0.37459434399629116
S036;1342;alpha;0;0.454396504642272
S036;1345;alpha;0;0.454396504642272
S036;1347;alpha;0;0.37459434399629116
S036;1368;alpha;0;0.454396504642272
S036;1376;alpha;0;0.37459434399629116
S036;1380;alpha;1;0.37459434399629116
S036;1381;alpha;1;0.454396504642272
S036;1382;alpha;0;0.03007751937984496
S036;1384;alpha;1;0.22510334460729048
S036;1385;alpha;1;0.37459434399629116
S036;1386;alpha;0;0.004512635379061372
S036;1389;alpha;0;0.11368277739959155
S036;1399;alpha;0;0.11368277739959155
S036;1404;alpha;0;0.454396504642272
S036;1407;alpha;1;0.454396504642272
S036;1408;alpha;0;0.08973935994721215
S036;1418;alpha;0;0.11368277739959155
S036;1420;alpha;0;0.16335227272727273
S036;1423;alpha;0;0.28258221680876977
S036;1429;alpha;1;0.454396504642272
S036;1430;alpha;0;0.28258221680876977
S037;22;alpha;0;0.37459434399629116
S037;77;alpha;0;0.454396504642272
S037;120;alpha;1;0.454396504642272
S037;121;alpha;0;0.01712014674411495
S037;123;alpha;0;0.22510334460729048
S037;134;alpha;1;0.454396504642272
S037;135;alpha;1;0.454396504642272
S037;136;alpha;1;0.11368277739959155
S037;137;alpha;1;0.37459434399629116
S037;138;alpha;0;0.16335227272727273
S037;140;alpha;1;0.28258221680876977
S037;141;alpha;0;0.05497957901350927
S037;143;alpha;0;0.08973935994721215
S037;152;alpha;0;0.28258221680876977
S037;154;alpha;1;0.454396504642272
S037;155;alpha;0;0.014058679706601468
S037;174;alpha;1;0.454396504642272
S037;175;alpha;0;0.28258221680876977
S037;177;alpha;0;0.11368277739959155
S037;195;alpha;0;0.454396504642272
S037;203;alpha;1;0.454396504642272
S037;204;alpha;0;0.03917267314321529
S037;206;alpha;0;0.28258221680876977
S037;236;alpha;1;0.454396504642272
S037;237;alpha;0;0.03917267314321529
S037;247;alpha;0;0.28258221680876977
S037;299;alpha;0;0.454396504642272
S037;319;alpha;0;0.454396504642272
S037;337;alpha;0;0.11368277739959155
S037;344;alpha;0;0.28258221680876977
S037;347;alpha;0;0.454396504642272
S037;359;alpha;0;0.08973935994721215
S037;377;alpha;0;0.454396504642272
S037;380;alpha;0;0.37459434399629116
S037;384;alpha;0;0.08973935994721215
S037;404;alpha;0;0.454396504642272
S037;432;alpha;0;0.454396504642272
S037;438;alpha;0;0.08973935994721215
S037;441;alpha;0;0.37459434399629116
S037;443;alpha;0;0.06172049888071634
S037;447;alpha;0;0.11368277739959155
S037;450;alpha;1;0.37459434399629116
S037;451;alpha;1;0.454396504642272
S037;452;alpha;0;0.02786282914880588
S037;458;alpha;0;0.06172049888071634
S037;460;alpha;0;0.28258221680876977
S037;462;alpha;0;0.02786282914880588
S037;467;alpha;0;0.454396504642272
S037;469;alpha;1;0.454396504642272
S037;470;alpha;0;0.454396504642272
S037;497;alpha;1;0.37459434399629116
S037;498;alpha;1;0.454396504642272
S037;499;alpha;0;0.28258221680876977
S037;568;alpha;1;0.16335227272727273
S037;569;alpha;0;0.28258221680876977
S037;572;alpha;0;0.37459434399629116
S037;574;alpha;0;0.01712014674411495
S037;583;alpha;0;0.454396504642272
S037;585;alpha;0;0.37459434399629116
S037;588;alpha;0;0.08973935994721215
S037;591;alpha;0;0.28258221680876977
S037;597;alpha;0;0.28258221680876977
S037;606;alpha;0;0.012198841110094541
S037;614;alpha;1;0.454396504642272
S037;615;alpha;0;0.11368277739959155
S037;621;alpha;0;0.37459434399629116
S037;623;alpha;1;0.08973935994721215
S037;624;alpha;0;0.454396504642272
S037;642;alpha;0;0.11368277739959155
S037;644;alpha;0;0.005474452554744526
S037;660;alpha;0;0.454396504642272
S037;662;alpha;0;0.454396504642272
S037;665;alpha;0;0.37459434399629116
S037;669;alpha;0;0.37459434399629116
S037;721;alpha;0;0.16335227272727273
S037;741;alpha;0;0.22510334460729048
S037;771;alpha;0;0.454396504642272
S037;800;alpha;0;0.014058679706601468
S037;835;alpha;1;0.28258221680876977
S037;836;alpha;1;0.454396504642272
S037;837;alpha;0;0.37459434399629116
S037;842;alpha;0;0.28258221680876977
S037;856;alpha;0;0.22510334460729048
S037;890;alpha;0;0.11368277739959155
S037;905;alpha;1;0.454396504642272
S037;906;alpha;1;0.16335227272727273
S037;907;alpha;0;0.37459434399629116
S037;909;alpha;0;0.005145278450363196
S037;915;alpha;0;0.454396504642272
S037;938;alpha;0;0.007541478129713424
S037;965;alpha;0;0.16335227272727273
S037;967;alpha;0;0.454396504642272
S037;971;alpha;0;0.11368277739959155
S037;983;alpha;0;0.22510334460729048
S037;996;alpha;0;0.16335227272727273
S037;1002;alpha;0;0.08973935994721215
S037;1045;alpha;0;0.37459434399629116
S037;1066;alpha;1;0.454396504642272
S037;1067;alpha;0;0.08973935994721215
S037;1102;alpha;0;0.11368277739959155
S037;1104;alpha;1;0.11368277739959155
S037;1105;alpha;1;0.22510334460729048
S037;1106;alpha;0;0.08973935994721215
S037;1135;alpha;0;0.454396504642272
S037;1164;alpha;0;0.02786282914880588
S037;1180;alpha;0;0.22510334460729048
S037;1188;alpha;0;0.16335227272727273
S037;1207;alpha;0;0.28258221680876977
S037;1215;alpha;0;0.454396504642272
S037;1234;alpha;0;0.454396504642272
S037;1248;alpha;1;0.37459434399629116
S037;1249;alpha;0;0.16335227272727273
S037;1322;alpha;1;0.05497957901350927
S037;1323;alpha;0;0.16335227272727273
S037;1327;alpha;0;0.454396504642272
S037;1330;alpha;0;0.11368277739959155
S037;1332;alpha;0;0.014058679706601468
S037;1344;alpha;0;0.22510334460729048
S037;1373;alpha;0;0.08973935994721215
S037;1422;alpha;1;0.454396504642272
S037;1423;alpha;1;0.28258221680876977
S037;1424;alpha;0;0.37459434399629116
S038;10;alpha;0;0.37459434399629116
S038;12;alpha;0;0.28258221680876977
S038;14;alpha;0;0.11368277739959155
S038;17;alpha;0;0.014058679706601468
S038;44;alpha;0;0.37459434399629116
S038;48;alpha;1;0.28258221680876977
S038;49;alpha;1;0.37459434399629116
S038;50;alpha;0;0.16335227272727273
S038;61;alpha;0;0.01712014674411495
S038;65;alpha;0;0.454396504642272
S038;86;alpha;0;0.37459434399629116
S038;89;alpha;0;0.454396504642272
S038;91;alpha;0;0.06172049888071634
S038;95;alpha;0;0.03007751937984496
S038;137;alpha;0;0.37459434399629116
S038;140;alpha;0;0.005474452554744526
S038;199;alpha;0;0.28258221680876977
S038;204;alpha;0;0.454396504642272
S038;206;alpha;0;0.22510334460729048
S038;225;alpha;1;0.28258221680876977
S038;226;alpha;0;0.28258221680876977
S038;236;alpha;0;0.28258221680876977
S038;268;alpha;0;0.37459434399629116
S038;298;alpha;0;0.454396504642272
S038;317;alpha;1;0.28258221680876977
S038;318;alpha;0;0.08973935994721215
S038;363;alpha;1;0.37459434399629116
S038;364;alpha;1;0.454396504642272
S038;365;alpha;1;0.37459434399629116
S038;366;alpha;0;0.37459434399629116
S038;379;alpha;1;0.37459434399629116
S038;380;alpha;1;0.454396504642272
S038;381;alpha;0;0.03917267314321529
S038;389;alpha;1;0.22510334460729048
S038;390;alpha;1;0.454396504642272
S038;391;alpha;0;0.08973935994721215
S038;422;alpha;0;0.28258221680876977
S038;463;alpha;0;0.454396504642272
S038;468;alpha;1;0.37459434399629116
S038;469;alpha;0;0.11368277739959155
S038;492;alpha;1;0.454396504642272
S038;493;alpha;1;0.37459434399629116
S038;494;alpha;0;0.012198841110094541
S038;523;alpha;0;0.012198841110094541
S038;525;alpha;0;0.16335227272727273
S038;541;alpha;0;0.454396504642272
S038;555;alpha;0;0.11368277739959155
S038;578;alpha;1;0.454396504642272
S038;579;alpha;0;0.22510334460729048
S038;584;alpha;0;0.22510334460729048
S038;592;alpha;1;0.16335227272727273
S038;593;alpha;0;0.16335227272727273
S038;595;alpha;0;0.11368277739959155
S038;597;alpha;0;0.37459434399629116
S038;600;alpha;0;0.37459434399629116
S038;618;alpha;0;0.454396504642272
S038;635;alpha;0;0.37459434399629116
S038;638;alpha;0;0.22510334460729048
S038;640;alpha;1;0.454396504642272
S038;641;alpha;0;0.11368277739959155
S038;643;alpha;0;0.03917267314321529
S038;645;alpha;1;0.28258221680876977
S038;646;alpha;0;0.28258221680876977
S038;653;alpha;0;0.454396504642272
S038;751;alpha;0;0.08973935994721215
S038;783;alpha;0;0.16335227272727273
S038;792;alpha;0;0.28258221680876977
S038;799;alpha;0;0.37459434399629116
S038;825;alpha;0;0.03007751937984496
S038;832;alpha;0;0.16335227272727273
S038;874;alpha;0;0.11368277739959155
S038;882;alpha;0;0.03917267314321529
S038;893;alpha;1;0.22510334460729048
S038;894;alpha;0;0.454396504642272
S038;929;alpha;0;0.37459434399629116
S038;932;alpha;1;0.37459434399629116
S038;933;alpha;0;0.28258221680876977
S038;938;alpha;1;0.22510334460729048
S038;939;alpha;0;0.37459434399629116
S038;976;alpha;0;0.454396504642272
S038;979;alpha;1;0.37459434399629116
S038;980;alpha;0;0.16335227272727273
S038;1007;alpha;1;0.454396504642272
S038;1008;alpha;0;0.22510334460729048
S038;1015;alpha;0;0.03007751937984496
S038;1024;alpha;0;0.28258221680876977
S038;1026;alpha;1;0.22510334460729048
S038;1027;alpha;1;0.16335227272727273
S038;1028;alpha;0;0.22510334460729048
S038;1031;alpha;0;0.03917267314321529
S038;1033;alpha;0;0.28258221680876977
S038;1047;alpha;0;0.11368277739959155
S038;1113;alpha;0;0.22510334460729048
S038;1120;alpha;1;0.454396504642272
S038;1121;alpha;1;0.37459434399629116
S038;1122;alpha;1;0.37459434399629116
S038;1123;alpha;0;0.454396504642272
S038;1125;alpha;0;0.454396504642272
S038;1127;alpha;0;0.22510334460729048
S038;1130;alpha;0;0.06172049888071634
S038;1142;alpha;0;0.454396504642272
S038;1144;alpha;0;0.03917267314321529
S038;1146;alpha;0;0.06172049888071634
S038;1182;alpha;1;0.454396504642272
S038;1183;alpha;1;0.16335227272727273
S038;1184;alpha;0;0.22510334460729048
S038;1186;alpha;0;0.16335227272727273
S038;1212;alpha;0;0.37459434399629116
S038;1215;alpha;0;0.05497957901350927
S038;1232;alpha;0;0.16335227272727273
S038;1239;alpha;1;0.22510334460729048
S038;1240;alpha;1;0.37459434399629116
S038;1241;alpha;0;0.16335227272727273
S038;1257;alpha;0;0.37459434399629116
S038;1343;alpha;1;0.37459434399629116
S038;1344;alpha;1;0.37459434399629116
S038;1345;alpha;0;0.16335227272727273
S038;1349;alpha;0;0.22510334460729048
S038;1363;alpha;0;0.454396504642272
S038;1367;alpha;0;0.28258221680876977
S038;1369;alpha;0;0.28258221680876977
S038;1372;alpha;1;0.22510334460729048
S038;1373;alpha;0;0.37459434399629116
S038;1379;alpha;0;0.005145278450363196
S038;1437;alpha;1;0.454396504642272
S038;1438;alpha;0;0.06172049888071634
S039;8;alpha;1;0.11368277739959155
S039;9;alpha;0;0.16335227272727273
S039;15;alpha;0;0.37459434399629116
S039;28;alpha;1;0.454396504642272
S039;29;alpha;0;0.454396504642272
S039;65;alpha;0;0.06172049888071634
S039;67;alpha;0;0.28258221680876977
S039;71;alpha;0;0.005145278450363196
S039;91;alpha;1;0.28258221680876977
S039;92;alpha;0;0.454396504642272
S039;94;alpha;1;0.454396504642272
S039;95;alpha;1;0.37459434399629116
S039;96;alpha;0;0.11368277739959155
S039;115;alpha;0;0.454396504642272
S039;121;alpha;0;0.22510334460729048
S039;139;alpha;0;0.454396504642272
S039;185;alpha;1;0.454396504642272
S039;186;alpha;0;0.37459434399629116
S039;189;alpha;0;0.454396504642272
S039;192;alpha;0;0.37459434399629116
S039;234;alpha;1;0.454396504642272
S039;235;alpha;1;0.454396504642272
S039;236;alpha;0;0.28258221680876977
S039;240;alpha;0;0.454396504642272
S039;244;alpha;1;0.005145278450363196
S039;245;alpha;1;0.454396504642272
S039;246;alpha;0;0.11368277739959155
S039;253;alpha;0;0.16335227272727273
S039;282;alpha;1;0.22510334460729048
S039;283;alpha;0;0.08973935994721215
S039;287;alpha;0;0.22510334460729048
S039;304;alpha;0;0.37459434399629116
S039;334;alpha;0;0.11368277739959155
S039;368;alpha;0;0.28258221680876977
S039;404;alpha;0;0.11368277739959155
S039;408;alpha;0;0.16335227272727273
S039;418;alpha;0;0.08973935994721215
S039;421;alpha;0;0.28258221680876977
S039;423;alpha;0;0.06172049888071634
S039;450;alpha;1;0.28258221680876977
S039;451;alpha;1;0.454396504642272
S039;452;alpha;0;0.454396504642272
S039;474;alpha;0;0.08973935994721215
S039;503;alpha;0;0.28258221680876977
S039;507;alpha;0;0.06172049888071634
S039;553;alpha;1;0.454396504642272
S039;554;alpha;0;0.03007751937984496
S039;567;alpha;1;0.22510334460729048
S039;568;alpha;0;0.11368277739959155
S039;573;alpha;0;0.05497957901350927
S039;624;alpha;0;0.16335227272727273
S039;626;alpha;0;0.05497957901350927
S039;632;alpha;1;0.454396504642272
S039;633;alpha;0;0.11368277739959155
S039;648;alpha;0;0.28258221680876977
S039;664;alpha;1;0.28258221680876977
S039;665;alpha;1;0.37459434399629116
S039;666;alpha;1;0.16335227272727273
S039;667;alpha;1;0.37459434399629116
S039;668;alpha;0;0.454396504642272
S039;675;alpha;0;0.16335227272727273
S039;677;alpha;0;0.22510334460729048
S039;716;alpha;0;0.28258221680876977
S039;728;alpha;0;0.28258221680876977
S039;740;alpha;0;0.05497957901350927
S039;745;alpha;0;0.11368277739959155
S039;747;alpha;0;0.37459434399629116
S039;766;alpha;0;0.28258221680876977
S039;800;alpha;0;0.28258221680876977
S039;804;alpha;0;0.37459434399629116
S039;806;alpha;0;0.28258221680876977
S039;844;alpha;1;0.454396504642272
S039;845;alpha;1;0.16335227272727273
S039;846;alpha;1;0.28258221680876977
S039;847;alpha;0;0.03917267314321529
S039;849;alpha;1;0.03007751937984496
S039;850;alpha;0;0.22510334460729048
S039;855;alpha;0;0.03917267314321529
S039;868;alpha;1;0.454396504642272
S039;869;alpha;1;0.22510334460729048
S039;870;alpha;0;0.08973935994721215
S039;888;alpha;0;0.454396504642272
S039;894;alpha;0;0.28258221680876977
S039;896;alpha;0;0.28258221680876977
S039;899;alpha;0;0.05497957901350927
S039;901;alpha;0;0.37459434399629116
S039;904;alpha;1;0.454396504642272
S039;905;alpha;0;0.454396504642272
S039;907;alpha;1;0.37459434399629116
S039;908;alpha;0;0.37459434399629116
S039;990;alpha;1;0.37459434399629116
S039;991;alpha;1;0.454396504642272
S039;992;alpha;0;0.37459434399629116
S039;1035;alpha;0;0.22510334460729048
S039;1039;alpha;0;0.37459434399629116
S039;1041;alpha;0;0.005145278450363196
S039;1045;alpha;0;0.16335227272727273
S039;1048;alpha;1;0.22510334460729048
S039;1049;alpha;1;0.37459434399629116
S039;1050;alpha;0;0.16335227272727273
S039;1058;alpha;0;0.008179339594062406
S039;1067;alpha;1;0.08973935994721215
S039;1068;alpha;0;0.05497957901350927
S039;1103;alpha;1;0.28258221680876977
S039;1104;alpha;0;0.11368277739959155
S039;1107;alpha;0;0.22510334460729048
S039;1129;alpha;0;0.37459434399629116
S039;1131;alpha;0;0.454396504642272
S039;1139;alpha;0;0.16335227272727273
S039;1158;alpha;0;0.37459434399629116
S039;1161;alpha;1;0.454396504642272
S039;1162;alpha;0;0.11368277739959155
S039;1187;alpha;0;0.454396504642272
S039;1213;alpha;0;0.16335227272727273
S039;1215;alpha;1;0.454396504642272
S039;1216;alpha;0;0.11368277739959155
S039;1252;alpha;0;0.454396504642272
S039;1320;alpha;1;0.454396504642272
S039;1321;alpha;1;0.22510334460729048
S039;1322;alpha;0;0.28258221680876977
S039;1333;alpha;0;0.22510334460729048
S039;1355;alpha;1;0.454396504642272
S039;1356;alpha;1;0.454396504642272
S039;1357;alpha;0;0.37459434399629116
S039;1366;alpha;0;0.37459434399629116
S039;1376;alpha;0;0.28258221680876977
S039;1380;alpha;0;0.37459434399629116
S039;1383;alpha;1;0.06172049888071634
S039;1384;alpha;0;0.02786282914880588
S039;1408;alpha;1;0.06172049888071634
S039;1409;alpha;0;0.22510334460729048
S039;1423;alpha;1;0.06172049888071634
S039;1424;alpha;1;0.11368277739959155
S039;1425;alpha;1;0.22510334460729048
S039;1426;alpha;0;0.05497957901350927
S040;1;alpha;1;0.454396504642272
S040;2;alpha;1;0.454396504642272
S040;3;alpha;0;0.454396504642272
S040;7;alpha;1;0.37459434399629116
S040;8;alpha;1;0.37459434399629116
S040;9;alpha;0;0.37459434399629116
S040;60;alpha;0;0.01712014674411495
S040;84;alpha;0;0.454396504642272
S040;87;alpha;0;0.05497957901350927
S040;90;alpha;0;0.005145278450363196
S040;92;alpha;1;0.37459434399629116
S040;93;alpha;0;0.03917267314321529
S040;97;alpha;1;0.28258221680876977
S040;98;alpha;1;0.08973935994721215
S040;99;alpha;0;0.014058679706601468
S040;139;alpha;0;0.37459434399629116
S040;143;alpha;0;0.08973935994721215
S040;150;alpha;0;0.008179339594062406
S040;174;alpha;0;0.28258221680876977
S040;177;alpha;0;0.16335227272727273
S040;182;alpha;0;0.02786282914880588
S040;196;alpha;0;0.22510334460729048
S040;201;alpha;0;0.22510334460729048
S040;204;alpha;0;0.454396504642272
S040;206;alpha;0;0.16335227272727273
S040;232;alpha;0;0.454396504642272
S040;234;alpha;0;0.11368277739959155
S040;257;alpha;0;0.28258221680876977
S040;262;alpha;0;0.01712014674411495
S040;266;alpha;1;0.22510334460729048
S040;267;alpha;0;0.28258221680876977
S040;269;alpha;1;0.28258221680876977
S040;270;alpha;0;0.22510334460729048
S040;278;alpha;0;0.16335227272727273
S040;282;alpha;1;0.37459434399629116
S040;283;alpha;0;0.11368277739959155
S040;290;alpha;0;0.22510334460729048
S040;292;alpha;1;0.454396504642272
S040;293;alpha;0;0.37459434399629116
S040;299;alpha;0;0.22510334460729048
S040;303;alpha;0;0.08973935994721215
S040;305;alpha;0;0.02786282914880588
S040;309;alpha;0;0.008179339594062406
S040;324;alpha;0;0.37459434399629116
S040;330;alpha;0;0.28258221680876977
S040;386;alpha;0;0.37459434399629116
S040;393;alpha;1;0.28258221680876977
S040;394;alpha;0;0.454396504642272
S040;396;alpha;0;0.01712014674411495
S040;425;alpha;0;0.03007751937984496
S040;472;alpha;0;0.16335227272727273
S040;503;alpha;0;0.28258221680876977
S040;511;alpha;0;0.008179339594062406
S040;533;alpha;0;0.454396504642272
S040;535;alpha;1;0.22510334460729048
S040;536;alpha;0;0.37459434399629116
S040;552;alpha;0;0.454396504642272
S040;555;alpha;1;0.454396504642272
S040;556;alpha;0;0.11368277739959155
S040;568;alpha;0;0.28258221680876977
S040;578;alpha;0;0.28258221680876977
S040;605;alpha;0;0.22510334460729048
S040;625;alpha;1;0.22510334460729048
S040;626;alpha;1;0.454396504642272
S040;627;alpha;0;0.37459434399629116
S040;656;alpha;0;0.454396504642272
S040;660;alpha;0;0.012198841110094541
S040;674;alpha;0;0.454396504642272
S040;679;alpha;0;0.454396504642272
S040;696;alpha;0;0.454396504642272
S040;698;alpha;0;0.454396504642272
S040;702;alpha;1;0.454396504642272
S040;703;alpha;1;0.454396504642272
S040;704;alpha;0;0.08973935994721215
S040;708;alpha;1;0.37459434399629116
S040;709;alpha;1;0.28258221680876977
S040;710;alpha;1;0.014058679706601468
S040;711;alpha;0;0.014058679706601468
S040;714;alpha;0;0.05497957901350927
S040;717;alpha;0;0.11368277739959155
S040;722;alpha;1;0.16335227272727273
S040;723;alpha;0;0.28258221680876977
S040;731;alpha;1;0.37459434399629116
S040;732;alpha;0;0.22510334460729048
S040;750;alpha;0;0.005474452554744526
S040;776;alpha;0;0.03007751937984496
S040;804;alpha;1;0.454396504642272
S040;805;alpha;1;0.454396504642272
S040;806;alpha;0;0.012198841110094541
S040;826;alpha;1;0.454396504642272
S040;827;alpha;1;0.37459434399629116
S040;828;alpha;0;0.454396504642272
S040;858;alpha;0;0.16335227272727273
S040;878;alpha;0;0.454396504642272
S040;880;alpha;0;0.16335227272727273
S040;882;alpha;0;0.454396504642272
S040;890;alpha;1;0.454396504642272
S040;891;alpha;0;0.16335227272727273
S040;900;alpha;0;0.06172049888071634
S040;902;alpha;0;0.16335227272727273
S040;904;alpha;0;0.454396504642272
S040;929;alpha;0;0.28258221680876977
S040;967;alpha;0;0.11368277739959155
S040;979;alpha;1;0.05497957901350927
S040;980;alpha;1;0.22510334460729048
S040;981;alpha;0;0.16335227272727273
S040;998;alpha;1;0.454396504642272
S040;999;alpha;0;0.454396504642272
S040;1001;alpha;1;0.28258221680876977
S040;1002;alpha;0;0.22510334460729048
S040;1005;alpha;0;0.03007751937984496
S040;1010;alpha;0;0.37459434399629116
S040;1025;alpha;0;0.37459434399629116
S040;1051;alpha;0;0.37459434399629116
S040;1053;alpha;1;0.16335227272727273
S040;1054;alpha;0;0.28258221680876977
S040;1062;alpha;0;0.11368277739959155
S040;1064;alpha;0;0.28258221680876977
S040;1068;alpha;1;0.454396504642272
S040;1069;alpha;1;0.454396504642272
S040;1070;alpha;0;0.03007751937984496
S040;1092;alpha;0;0.454396504642272
S040;1112;alpha;0;0.37459434399629116
S040;1123;alpha;0;0.454396504642272
S040;1125;alpha;0;0.03917267314321529
S040;1132;alpha;0;0.11368277739959155
S040;1140;alpha;0;0.014058679706601468
S040;1172;alpha;0;0.454396504642272
S040;1182;alpha;0;0.37459434399629116
S040;1193;alpha;0;0.005145278450363196
S040;1235;alpha;0;0.16335227272727273
S041;4;alpha;0;0.28258221680876977
S041;21;alpha;1;0.454396504642272
S041;22;alpha;1;0.37459434399629116
S041;23;alpha;0;0.454396504642272
S041;61;alpha;0;0.008179339594062406
S041;63;alpha;0;0.454396504642272
S041;84;alpha;1;0.22510334460729048
S041;85;alpha;0;0.454396504642272
S041;108;alpha;0;0.22510334460729048
S041;117;alpha;1;0.454396504642272
S041;118;alpha;0;0.16335227272727273
S041;125;alpha;1;0.454396504642272
S041;126;alpha;0;0.28258221680876977
S041;158;alpha;0;0.16335227272727273
S041;162;alpha;0;0.01712014674411495
S041;164;alpha;0;0.11368277739959155
S041;195;alpha;0;0.22510334460729048
S041;221;alpha;0;0.37459434399629116
S041;227;alpha;0;0.22510334460729048
S041;236;alpha;1;0.22510334460729048
S041;237;alpha;0;0.454396504642272
S041;239;alpha;1;0.37459434399629116
S041;240;alpha;1;0.05497957901350927
S041;241;alpha;0;0.16335227272727273
S041;248;alpha;0;0.11368277739959155
S041;279;alpha;0;0.28258221680876977
S041;287;alpha;0;0.22510334460729048
S041;289;alpha;1;0.37459434399629116
S041;290;alpha;0;0.454396504642272
S041;311;alpha;0;0.28258221680876977
