famille;capteur;h;issue;z_A1;z_A2;ecart_A1;ecart_A2;n_A1;n_A2;designe
F06;delta;9;bas;0.18220712403815162;-0.7061617100445362;0.0012717119827791847;-0.007152192891415213;1477;649;False
F06;delta;9;rap;-0.7613262966097915;0.7741564382909384;-0.009562168523905758;0.014328323422522018;1477;649;False
F06;delta;27;bas;0.6590055279213937;0.6702590370601405;0.005973347897551402;0.009328545395663485;1447;644;False
F06;delta;27;rap;0.4442771979974764;1.300348382648837;0.005354831555643297;0.023486217901192662;1447;644;False
F06;epsilon;1;bas;0.811775838572804;-1.570539776147249;0.005145487638800708;-0.013150465953689466;1485;652;False
F06;epsilon;1;rap;0.788704669439487;-0.8784651550613893;0.009898026022813639;-0.016737185163351067;1485;652;False
F06;epsilon;3;bas;-0.827129550369248;0.4226783460905025;-0.006840104142171671;0.0052656210686059315;1483;652;False
F06;epsilon;3;rap;0.768827297588259;0.6176821414883442;0.009213223088845656;0.011091113681403236;1483;652;False
F06;epsilon;9;bas;-0.39148295084446527;-0.7646892519797162;-0.004304883345729907;-0.012374371401301432;1477;649;False
F06;epsilon;9;rap;-1.5485919248776387;1.462381550038275;-0.017156104052476678;0.023440034195297776;1477;649;False
F06;epsilon;27;bas;0.3999239330127945;1.3252000975845895;0.004791842313780514;0.024356155148942592;1447;644;False
F06;epsilon;27;rap;-1.0837850621979528;-0.06551739607535659;-0.011090268168836221;-0.000969279952613075;1447;644;False
F06;gamma;1;bas;0.7249390361337436;1.6692772672942686;0.0037796868020917463;0.014096586545518035;1485;652;False
F06;gamma;1;rap;1.3939889758507622;-1.0502027229398216;0.01785131619228359;-0.02029283344193899;1485;652;False
F06;gamma;3;bas;0.20877629610139442;-0.09316491531209335;0.0014663777684629255;-0.000996694627857393;1483;652;False
F06;gamma;3;rap;1.7344871017395092;0.10678852487641934;0.021590560380016357;0.001969064441366331;1483;652;False
F06;gamma;9;bas;0.7472072750284076;1.216295188706853;0.0069764309300092255;0.017199464866121388;1477;649;False
F06;gamma;9;rap;-0.21017424576398086;0.8390318567679734;-0.002472334850072836;0.014554431849978386;1477;649;False
F06;gamma;27;bas;1.8449899883797338;0.4298028908792492;0.021371882495803646;0.007586748787443726;1447;644;False
F06;gamma;27;rap;0.25711808166693517;1.8453845020218638;0.002822769992234125;0.028773944681436733;1447;644;False
F07;alpha;1;bas;0.8574712578810034;1.5331552737770642;0.010059923093610269;0.031210881699867462;671;257;False
F07;alpha;1;rap;0.1700763796731249;-0.8466108259341932;0.003124570896632118;-0.025864175764336302;671;257;False
F07;alpha;3;bas;0.7822336667986213;1.60085550434808;0.011762312532293739;0.03992650011193977;671;257;False
