segment;pas;c1;c2;cote;delai_meme_cote;delai_cote_oppose
S023;682;gamma;beta;+;2.0;4.0
S023;683;gamma;beta;-;3.0;1.0
S023;684;gamma;beta;+;3.0;2.0
S023;686;gamma;beta;-;4.0;1.0
S023;687;gamma;beta;+;4.0;3.0
S023;690;gamma;beta;-;194.0;1.0
S023;691;gamma;beta;+;198.0;193.0
S023;833;gamma;beta;-;51.0;56.0
S023;834;gamma;beta;+;55.0;50.0
S023;857;gamma;beta;-;27.0;32.0
S023;859;gamma;beta;+;30.0;25.0
S023;860;gamma;beta;-;24.0;29.0
S023;876;gamma;beta;+;13.0;8.0
S023;877;gamma;beta;-;7.0;12.0
S023;878;gamma;beta;+;11.0;6.0
S023;879;gamma;beta;-;5.0;10.0
S023;881;gamma;beta;+;8.0;3.0
S023;882;gamma;beta;-;2.0;7.0
S023;900;gamma;beta;+;149.0;3.0
S023;903;gamma;beta;-;257.0;146.0
S023;1047;gamma;beta;+;2.0;113.0
S023;1138;gamma;beta;-;22.0;29.0
S023;1216;gamma;beta;+;11.0;12.0
S023;1217;gamma;beta;-;11.0;10.0
S023;1218;gamma;beta;+;9.0;10.0
S023;1356;gamma;beta;-;16.0;17.0
S023;1366;gamma;beta;+;7.0;6.0
S023;1367;gamma;beta;-;5.0;6.0
S023;1377;gamma;beta;+;20.0;19.0
S023;1378;gamma;beta;-;18.0;19.0
S023;1383;gamma;beta;+;14.0;13.0
S023;1384;gamma;beta;-;12.0;13.0
S023;1388;gamma;beta;+;9.0;8.0
S023;1389;gamma;beta;-;7.0;8.0
S023;14;gamma;delta;-;22.0;9.0
S023;15;gamma;delta;+;8.0;21.0
S023;76;gamma;delta;-;4.0;9.0
S023;77;gamma;delta;+;8.0;3.0
S023;80;gamma;delta;-;10.0;5.0
S023;86;gamma;delta;+;449.0;4.0
S023;89;gamma;delta;-;1.0;446.0
S023;266;gamma;delta;+;269.0;289.0
S023;269;gamma;delta;-;286.0;266.0
S023;270;gamma;delta;+;265.0;285.0
S023;274;gamma;delta;-;281.0;261.0
S023;287;gamma;delta;+;248.0;268.0
S023;289;gamma;delta;-;266.0;246.0
S023;290;gamma;delta;+;245.0;265.0
S023;297;gamma;delta;-;258.0;238.0
S023;298;gamma;delta;+;237.0;257.0
S023;304;gamma;delta;-;251.0;231.0
S023;307;gamma;delta;+;228.0;248.0
S023;309;gamma;delta;-;246.0;226.0
S023;339;gamma;delta;+;196.0;216.0
S023;344;gamma;delta;-;211.0;191.0
S023;356;gamma;delta;+;179.0;199.0
S023;365;gamma;delta;-;190.0;170.0
S023;397;gamma;delta;+;138.0;158.0
S023;398;gamma;delta;-;157.0;137.0
S023;401;gamma;delta;+;134.0;154.0
S023;433;gamma;delta;-;122.0;102.0
S023;509;gamma;delta;+;26.0;46.0
S023;517;gamma;delta;-;38.0;18.0
S023;518;gamma;delta;+;17.0;37.0
S023;574;gamma;delta;-;26.0;25.0
S023;581;gamma;delta;+;18.0;19.0
S023;582;gamma;delta;-;18.0;17.0
S023;583;gamma;delta;+;16.0;17.0
S023;584;gamma;delta;-;16.0;15.0
S023;587;gamma;delta;+;12.0;13.0
S023;591;gamma;delta;-;9.0;8.0
S023;594;gamma;delta;+;5.0;6.0
S023;595;gamma;delta;-;5.0;4.0
S023;598;gamma;delta;+;1.0;2.0
S023;624;gamma;delta;-;22.0;7.0
S023;632;gamma;delta;+;22.0;14.0
S023;646;gamma;delta;-;9.0;8.0
S023;660;gamma;delta;+;264.0;260.0
S023;661;gamma;delta;-;259.0;263.0
S023;662;gamma;delta;+;262.0;258.0
S023;664;gamma;delta;-;256.0;260.0
S023;665;gamma;delta;+;259.0;255.0
S023;667;gamma;delta;-;253.0;257.0
S023;668;gamma;delta;+;256.0;252.0
S023;675;gamma;delta;-;245.0;249.0
S023;676;gamma;delta;+;248.0;244.0
S023;677;gamma;delta;-;243.0;247.0
S023;678;gamma;delta;+;246.0;242.0
S023;679;gamma;delta;-;241.0;245.0
S023;682;gamma;delta;+;242.0;238.0
S023;683;gamma;delta;-;237.0;241.0
S023;684;gamma;delta;+;240.0;236.0
S023;686;gamma;delta;-;234.0;238.0
S023;687;gamma;delta;+;237.0;233.0
S023;690;gamma;delta;-;230.0;234.0
S023;691;gamma;delta;+;233.0;229.0
S023;833;gamma;delta;-;87.0;91.0
S023;834;gamma;delta;+;90.0;86.0
S023;857;gamma;delta;-;63.0;67.0
S023;859;gamma;delta;+;65.0;61.0
S023;860;gamma;delta;-;60.0;64.0
S023;876;gamma;delta;+;48.0;44.0
S023;877;gamma;delta;-;43.0;47.0
S023;878;gamma;delta;+;46.0;42.0
S023;879;gamma;delta;-;41.0;45.0
S023;881;gamma;delta;+;43.0;39.0
S023;882;gamma;delta;-;38.0;42.0
S023;900;gamma;delta;+;24.0;20.0
S023;903;gamma;delta;-;17.0;21.0
S023;1047;gamma;delta;+;2.0;115.0
S023;1138;gamma;delta;-;24.0;26.0
S023;1216;gamma;delta;+;;
S023;1217;gamma;delta;-;;
S023;1218;gamma;delta;+;;
S023;1356;gamma;delta;-;;
S023;1366;gamma;delta;+;;
S023;1367;gamma;delta;-;;
S023;1377;gamma;delta;+;;
S023;1378;gamma;delta;-;;
S023;1383;gamma;delta;+;;
S023;1384;gamma;delta;-;;
S023;1388;gamma;delta;+;;
S023;1389;gamma;delta;-;;
S023;14;beta;delta;-;22.0;9.0
S023;15;beta;delta;+;8.0;21.0
S023;81;beta;delta;-;9.0;4.0
S023;82;beta;delta;+;3.0;8.0
S023;90;beta;delta;-;465.0;445.0
S023;268;beta;delta;+;267.0;287.0
S023;269;beta;delta;-;286.0;266.0
S023;273;beta;delta;+;262.0;282.0
S023;274;beta;delta;-;281.0;261.0
S023;292;beta;delta;+;243.0;263.0
S023;294;beta;delta;-;261.0;241.0
S023;300;beta;delta;+;235.0;255.0
S023;302;beta;delta;-;253.0;233.0
S023;340;beta;delta;+;195.0;215.0
S023;344;beta;delta;-;211.0;191.0
S023;356;beta;delta;+;179.0;199.0
S023;365;beta;delta;-;190.0;170.0
S023;401;beta;delta;+;134.0;154.0
S023;402;beta;delta;-;153.0;133.0
S023;403;beta;delta;+;132.0;152.0
S023;407;beta;delta;-;148.0;128.0
S023;408;beta;delta;+;127.0;147.0
S023;409;beta;delta;-;146.0;126.0
S023;410;beta;delta;+;125.0;145.0
S023;429;beta;delta;-;126.0;106.0
S023;430;beta;delta;+;105.0;125.0
S023;433;beta;delta;-;122.0;102.0
S023;510;beta;delta;+;25.0;45.0
S023;511;beta;delta;-;44.0;24.0
S023;512;beta;delta;+;23.0;43.0
S023;515;beta;delta;-;40.0;20.0
S023;520;beta;delta;+;15.0;35.0
S023;522;beta;delta;-;33.0;13.0
S023;523;beta;delta;+;12.0;32.0
S023;574;beta;delta;-;26.0;25.0
S023;580;beta;delta;+;19.0;20.0
S023;585;beta;delta;-;15.0;14.0
S023;587;beta;delta;+;12.0;13.0
S023;596;beta;delta;-;4.0;3.0
S023;597;beta;delta;+;2.0;3.0
S023;627;beta;delta;-;19.0;4.0
S023;628;beta;delta;+;3.0;18.0
S023;647;beta;delta;-;8.0;7.0
S023;654;beta;delta;+;6.0;1.0
S023;655;beta;delta;-;265.0;5.0
S023;660;beta;delta;+;264.0;260.0
S023;661;beta;delta;-;259.0;263.0
S023;662;beta;delta;+;262.0;258.0
S023;664;beta;delta;-;256.0;260.0
S023;665;beta;delta;+;259.0;255.0
S023;667;beta;delta;-;253.0;257.0
S023;668;beta;delta;+;256.0;252.0
S023;675;beta;delta;-;245.0;249.0
S023;676;beta;delta;+;248.0;244.0
S023;677;beta;delta;-;243.0;247.0
S023;684;beta;delta;+;240.0;236.0
S023;686;beta;delta;-;234.0;238.0
S023;687;beta;delta;+;237.0;233.0
S023;690;beta;delta;-;230.0;234.0
S023;691;beta;delta;+;233.0;229.0
S023;884;beta;delta;-;36.0;40.0
S023;889;beta;delta;+;35.0;31.0
S023;891;beta;delta;-;29.0;33.0
S023;897;beta;delta;+;27.0;23.0
S023;903;beta;delta;-;17.0;21.0
S023;1049;beta;delta;+;115.0;113.0
S023;1160;beta;delta;-;2.0;4.0
S023;1167;beta;delta;+;31.0;5.0
S023;1168;beta;delta;-;4.0;30.0
S023;1170;beta;delta;+;28.0;2.0
S023;1171;beta;delta;-;1.0;27.0
S023;1227;beta;delta;+;;
S023;1228;beta;delta;-;;
S023;1232;beta;delta;+;;
S023;1233;beta;delta;-;;
S023;1235;beta;delta;+;;
S023;1243;beta;delta;-;;
S023;1244;beta;delta;+;;
S023;1256;beta;delta;-;;
S023;1320;beta;delta;+;;
S023;1372;beta;delta;-;;
S023;1373;beta;delta;+;;
S023;1396;beta;delta;-;;
S023;1397;beta;delta;+;;
S023;1398;beta;delta;-;;
S024;1;alpha;epsilon;+;21.0;2.0
S024;3;alpha;epsilon;-;38.0;19.0
S024;20;alpha;epsilon;+;2.0;21.0
S024;21;alpha;epsilon;-;20.0;1.0
S024;22;alpha;epsilon;+;24.0;19.0
S024;39;alpha;epsilon;-;2.0;7.0
S024;49;alpha;epsilon;+;59.0;4.0
S024;50;alpha;epsilon;-;3.0;58.0
S024;51;alpha;epsilon;+;57.0;2.0
S024;53;alpha;epsilon;-;56.0;55.0
S024;94;alpha;epsilon;+;14.0;15.0
S024;110;alpha;epsilon;-;73.0;66.0
S024;149;alpha;epsilon;+;27.0;34.0
S024;151;alpha;epsilon;-;32.0;25.0
S024;174;alpha;epsilon;+;2.0;9.0
S024;191;alpha;epsilon;-;3.0;1.0
S024;192;alpha;epsilon;+;3.0;2.0
S024;194;alpha;epsilon;-;3.0;1.0
S024;195;alpha;epsilon;+;3.0;2.0
S024;197;alpha;epsilon;-;2.0;1.0
S024;206;alpha;epsilon;+;44.0;40.0
S024;242;alpha;epsilon;-;4.0;8.0
S024;251;alpha;epsilon;+;9.0;6.0
S024;257;alpha;epsilon;-;5.0;3.0
S024;260;alpha;epsilon;+;11.0;2.0
S024;262;alpha;epsilon;-;10.0;9.0
S024;271;alpha;epsilon;+;15.0;1.0
S024;272;alpha;epsilon;-;25.0;14.0
S024;281;alpha;epsilon;+;5.0;16.0
S024;282;alpha;epsilon;-;15.0;4.0
S024;285;alpha;epsilon;+;1.0;12.0
S024;297;alpha;epsilon;-;49.0;47.0
S024;298;alpha;epsilon;+;46.0;48.0
S024;299;alpha;epsilon;-;47.0;45.0
S024;332;alpha;epsilon;+;12.0;14.0
S024;335;alpha;epsilon;-;11.0;9.0
S024;336;alpha;epsilon;+;8.0;10.0
S024;338;alpha;epsilon;-;8.0;6.0
S024;339;alpha;epsilon;+;5.0;7.0
S024;340;alpha;epsilon;-;6.0;4.0
S024;342;alpha;epsilon;+;2.0;4.0
S024;348;alpha;epsilon;-;28.0;12.0
S024;360;alpha;epsilon;+;17.0;16.0
S024;376;alpha;epsilon;-;2.0;1.0
S024;408;alpha;epsilon;+;6.0;12.0
S024;426;alpha;epsilon;-;6.0;3.0
S024;427;alpha;epsilon;+;2.0;5.0
S024;428;alpha;epsilon;-;4.0;1.0
S024;429;alpha;epsilon;+;31.0;3.0
S024;431;alpha;epsilon;-;1.0;29.0
S024;458;alpha;epsilon;+;2.0;3.0
S024;486;alpha;epsilon;-;4.0;6.0
S024;487;alpha;epsilon;+;5.0;3.0
S024;489;alpha;epsilon;-;1.0;3.0
S024;499;alpha;epsilon;+;93.0;62.0
S024;534;alpha;epsilon;-;27.0;58.0
S024;537;alpha;epsilon;+;55.0;24.0
S024;560;alpha;epsilon;-;1.0;32.0
S024;582;alpha;epsilon;+;10.0;14.0
S024;585;alpha;epsilon;-;11.0;7.0
S024;587;alpha;epsilon;+;5.0;9.0
S024;589;alpha;epsilon;-;7.0;3.0
S024;592;alpha;epsilon;+;28.0;4.0
S024;596;alpha;epsilon;-;31.0;24.0
S024;618;alpha;epsilon;+;2.0;9.0
S024;628;alpha;epsilon;-;3.0;1.0
S024;629;alpha;epsilon;+;3.0;2.0
S024;631;alpha;epsilon;-;8.0;1.0
S024;632;alpha;epsilon;+;9.0;7.0
S024;639;alpha;epsilon;-;6.0;2.0
S024;641;alpha;epsilon;+;52.0;4.0
S024;645;alpha;epsilon;-;85.0;48.0
S024;692;alpha;epsilon;+;1.0;38.0
S024;726;alpha;epsilon;-;4.0;78.0
S024;793;alpha;epsilon;+;11.0;21.0
S024;814;alpha;epsilon;-;14.0;13.0
S024;830;alpha;epsilon;+;10.0;5.0
S024;831;alpha;epsilon;-;4.0;9.0
S024;832;alpha;epsilon;+;8.0;3.0
S024;835;alpha;epsilon;-;12.0;5.0
S024;840;alpha;epsilon;+;16.0;7.0
S024;848;alpha;epsilon;-;15.0;8.0
S024;849;alpha;epsilon;+;7.0;14.0
S024;850;alpha;epsilon;-;13.0;6.0
S024;856;alpha;epsilon;+;8.0;7.0
S024;863;alpha;epsilon;-;29.0;1.0
S024;865;alpha;epsilon;+;32.0;27.0
S024;889;alpha;epsilon;-;3.0;8.0
S024;916;alpha;epsilon;+;3.0;42.0
S024;945;alpha;epsilon;-;13.0;14.0
S024;952;alpha;epsilon;+;7.0;6.0
S024;953;alpha;epsilon;-;5.0;6.0
S024;995;alpha;epsilon;+;15.0;25.0
S024;1020;alpha;epsilon;-;5.0;1.0
S024;1049;alpha;epsilon;+;24.0;26.0
S024;1051;alpha;epsilon;-;24.0;22.0
S024;1068;alpha;epsilon;+;5.0;7.0
S024;1077;alpha;epsilon;-;8.0;3.0
S024;1078;alpha;epsilon;+;2.0;7.0
S024;1086;alpha;epsilon;-;24.0;1.0
S024;1087;alpha;epsilon;+;55.0;23.0
S024;1094;alpha;epsilon;-;16.0;48.0
S024;1096;alpha;epsilon;+;46.0;14.0
S024;1105;alpha;epsilon;-;5.0;37.0
S024;1108;alpha;epsilon;+;34.0;2.0
S024;1109;alpha;epsilon;-;1.0;33.0
S024;1125;alpha;epsilon;+;17.0;22.0
S024;1127;alpha;epsilon;-;20.0;15.0
S024;1129;alpha;epsilon;+;13.0;18.0
S024;1132;alpha;epsilon;-;15.0;10.0
S024;1135;alpha;epsilon;+;7.0;12.0
S024;1136;alpha;epsilon;-;11.0;6.0
S024;1140;alpha;epsilon;+;2.0;7.0
S024;1150;alpha;epsilon;-;10.0;9.0
S024;1158;alpha;epsilon;+;1.0;2.0
S024;1160;alpha;epsilon;-;2.0;1.0
S024;1161;alpha;epsilon;+;31.0;1.0
S024;1162;alpha;epsilon;-;33.0;30.0
S024;1191;alpha;epsilon;+;1.0;4.0
S024;1205;alpha;epsilon;-;33.0;32.0
S024;1229;alpha;epsilon;+;8.0;9.0
S024;1230;alpha;epsilon;-;8.0;7.0
S024;1231;alpha;epsilon;+;6.0;7.0
S024;1232;alpha;epsilon;-;6.0;5.0
S024;1234;alpha;epsilon;+;3.0;4.0
S024;1249;alpha;epsilon;-;4.0;3.0
S024;1252;alpha;epsilon;+;2.0;1.0
S024;1334;alpha;epsilon;-;6.0;11.0
S024;1335;alpha;epsilon;+;10.0;5.0
S024;1336;alpha;epsilon;-;4.0;9.0
S024;1350;alpha;epsilon;+;5.0;2.0
S024;1351;alpha;epsilon;-;1.0;4.0
S024;1355;alpha;epsilon;+;5.0;4.0
S024;1362;alpha;epsilon;-;49.0;13.0
S024;1375;alpha;epsilon;+;38.0;36.0
S024;1402;alpha;epsilon;-;9.0;11.0
S024;1406;alpha;epsilon;+;7.0;5.0
S024;1409;alpha;epsilon;-;2.0;4.0
S024;1415;alpha;epsilon;+;15.0;10.0
S024;1425;alpha;epsilon;-;;5.0
S024;1430;alpha;epsilon;+;;
S024;1;alpha;gamma;+;21.0;23.0
S024;3;alpha;gamma;-;21.0;19.0
S024;20;alpha;gamma;+;2.0;4.0
S024;21;alpha;gamma;-;3.0;1.0
S024;22;alpha;gamma;+;3.0;2.0
S024;39;alpha;gamma;-;9.0;8.0
S024;49;alpha;gamma;+;159.0;4.0
S024;50;alpha;gamma;-;3.0;158.0
S024;51;alpha;gamma;+;157.0;2.0
S024;53;alpha;gamma;-;158.0;155.0
S024;94;alpha;gamma;+;114.0;117.0
S024;110;alpha;gamma;-;101.0;98.0
S024;149;alpha;gamma;+;59.0;62.0
S024;151;alpha;gamma;-;60.0;57.0
S024;174;alpha;gamma;+;34.0;37.0
S024;191;alpha;gamma;-;20.0;17.0
S024;192;alpha;gamma;+;16.0;19.0
S024;194;alpha;gamma;-;17.0;14.0
S024;195;alpha;gamma;+;13.0;16.0
S024;197;alpha;gamma;-;14.0;11.0
S024;206;alpha;gamma;+;2.0;5.0
S024;242;alpha;gamma;-;31.0;32.0
S024;251;alpha;gamma;+;23.0;22.0
S024;257;alpha;gamma;-;16.0;17.0
S024;260;alpha;gamma;+;14.0;13.0
S024;262;alpha;gamma;-;11.0;12.0
S024;271;alpha;gamma;+;3.0;2.0
S024;272;alpha;gamma;-;1.0;2.0
S024;281;alpha;gamma;+;4.0;1.0
S024;282;alpha;gamma;-;17.0;3.0
S024;285;alpha;gamma;+;77.0;14.0
S024;297;alpha;gamma;-;2.0;65.0
S024;298;alpha;gamma;+;64.0;1.0
S024;299;alpha;gamma;-;65.0;63.0
S024;332;alpha;gamma;+;30.0;32.0
S024;335;alpha;gamma;-;29.0;27.0
S024;336;alpha;gamma;+;26.0;28.0
S024;338;alpha;gamma;-;26.0;24.0
S024;339;alpha;gamma;+;23.0;25.0
S024;340;alpha;gamma;-;24.0;22.0
S024;342;alpha;gamma;+;20.0;22.0
S024;348;alpha;gamma;-;16.0;14.0
S024;360;alpha;gamma;+;2.0;4.0
S024;376;alpha;gamma;-;13.0;8.0
S024;408;alpha;gamma;+;6.0;12.0
S024;426;alpha;gamma;-;4.0;3.0
S024;427;alpha;gamma;+;2.0;3.0
S024;428;alpha;gamma;-;2.0;1.0
S024;429;alpha;gamma;+;37.0;1.0
S024;431;alpha;gamma;-;41.0;35.0
S024;458;alpha;gamma;+;8.0;14.0
S024;486;alpha;gamma;-;4.0;7.0
S024;487;alpha;gamma;+;6.0;3.0
S024;489;alpha;gamma;-;1.0;4.0
S024;499;alpha;gamma;+;73.0;72.0
S024;534;alpha;gamma;-;37.0;38.0
S024;537;alpha;gamma;+;35.0;34.0
S024;560;alpha;gamma;-;11.0;12.0
S024;582;alpha;gamma;+;5.0;3.0
S024;585;alpha;gamma;-;4.0;2.0
S024;587;alpha;gamma;+;5.0;2.0
S024;589;alpha;gamma;-;7.0;3.0
S024;592;alpha;gamma;+;32.0;4.0
S024;596;alpha;gamma;-;29.0;28.0
S024;618;alpha;gamma;+;6.0;7.0
S024;628;alpha;gamma;-;9.0;8.0
S024;629;alpha;gamma;+;7.0;8.0
S024;631;alpha;gamma;-;6.0;5.0
S024;632;alpha;gamma;+;4.0;5.0
S024;639;alpha;gamma;-;4.0;3.0
S024;641;alpha;gamma;+;1.0;2.0
S024;645;alpha;gamma;-;53.0;51.0
S024;692;alpha;gamma;+;4.0;6.0
S024;726;alpha;gamma;-;4.0;8.0
S024;793;alpha;gamma;+;65.0;66.0
S024;814;alpha;gamma;-;45.0;44.0
S024;830;alpha;gamma;+;28.0;29.0
S024;831;alpha;gamma;-;28.0;27.0
S024;832;alpha;gamma;+;26.0;27.0
S024;835;alpha;gamma;-;24.0;23.0
S024;840;alpha;gamma;+;18.0;19.0
S024;848;alpha;gamma;-;11.0;10.0
S024;849;alpha;gamma;+;9.0;10.0
S024;850;alpha;gamma;-;9.0;8.0
S024;856;alpha;gamma;+;2.0;3.0
S024;863;alpha;gamma;-;32.0;2.0
S024;865;alpha;gamma;+;31.0;30.0
S024;889;alpha;gamma;-;6.0;7.0
S024;916;alpha;gamma;+;1.0;47.0
S024;945;alpha;gamma;-;18.0;145.0
S024;952;alpha;gamma;+;138.0;11.0
S024;953;alpha;gamma;-;10.0;137.0
S024;995;alpha;gamma;+;95.0;97.0
S024;1020;alpha;gamma;-;72.0;70.0
S024;1049;alpha;gamma;+;41.0;43.0
S024;1051;alpha;gamma;-;41.0;39.0
S024;1068;alpha;gamma;+;22.0;24.0
S024;1077;alpha;gamma;-;15.0;13.0
S024;1078;alpha;gamma;+;12.0;14.0
S024;1086;alpha;gamma;-;6.0;4.0
S024;1087;alpha;gamma;+;3.0;5.0
S024;1094;alpha;gamma;-;3.0;2.0
S024;1096;alpha;gamma;+;2.0;1.0
S024;1105;alpha;gamma;-;38.0;37.0
S024;1108;alpha;gamma;+;34.0;35.0
S024;1109;alpha;gamma;-;34.0;33.0
S024;1125;alpha;gamma;+;17.0;18.0
S024;1127;alpha;gamma;-;16.0;15.0
S024;1129;alpha;gamma;+;13.0;14.0
S024;1132;alpha;gamma;-;11.0;10.0
S024;1135;alpha;gamma;+;7.0;8.0
S024;1136;alpha;gamma;-;7.0;6.0
S024;1140;alpha;gamma;+;2.0;3.0
S024;1150;alpha;gamma;-;12.0;11.0
S024;1158;alpha;gamma;+;3.0;4.0
S024;1160;alpha;gamma;-;2.0;1.0
S024;1161;alpha;gamma;+;32.0;1.0
S024;1162;alpha;gamma;-;32.0;31.0
S024;1191;alpha;gamma;+;2.0;3.0
S024;1205;alpha;gamma;-;132.0;115.0
S024;1229;alpha;gamma;+;91.0;108.0
S024;1230;alpha;gamma;-;107.0;90.0
S024;1231;alpha;gamma;+;89.0;106.0
S024;1232;alpha;gamma;-;105.0;88.0
S024;1234;alpha;gamma;+;86.0;103.0
S024;1249;alpha;gamma;-;88.0;71.0
S024;1252;alpha;gamma;+;68.0;85.0
S024;1334;alpha;gamma;-;3.0;11.0
S024;1335;alpha;gamma;+;10.0;2.0
S024;1336;alpha;gamma;-;1.0;9.0
S024;1350;alpha;gamma;+;5.0;3.0
S024;1351;alpha;gamma;-;2.0;4.0
S024;1355;alpha;gamma;+;5.0;4.0
S024;1362;alpha;gamma;-;50.0;13.0
S024;1375;alpha;gamma;+;38.0;37.0
S024;1402;alpha;gamma;-;10.0;11.0
S024;1406;alpha;gamma;+;7.0;6.0
S024;1409;alpha;gamma;-;3.0;4.0
S024;1415;alpha;gamma;+;;
S024;1425;alpha;gamma;-;;
S024;1430;alpha;gamma;+;;
S024;1;alpha;beta;+;22.0;23.0
S024;3;alpha;beta;-;21.0;20.0
S024;20;alpha;beta;+;3.0;4.0
S024;21;alpha;beta;-;3.0;2.0
S024;22;alpha;beta;+;1.0;2.0
S024;39;alpha;beta;-;13.0;12.0
S024;49;alpha;beta;+;2.0;3.0
S024;50;alpha;beta;-;2.0;1.0
S024;51;alpha;beta;+;179.0;1.0
S024;53;alpha;beta;-;191.0;177.0
S024;94;alpha;beta;+;136.0;150.0
S024;110;alpha;beta;-;134.0;120.0
S024;149;alpha;beta;+;81.0;95.0
S024;151;alpha;beta;-;93.0;79.0
S024;174;alpha;beta;+;56.0;70.0
S024;191;alpha;beta;-;53.0;39.0
S024;192;alpha;beta;+;38.0;52.0
S024;194;alpha;beta;-;50.0;36.0
S024;195;alpha;beta;+;35.0;49.0
S024;197;alpha;beta;-;47.0;33.0
S024;206;alpha;beta;+;24.0;38.0
S024;242;alpha;beta;-;2.0;8.0
S024;251;alpha;beta;+;7.0;6.0
S024;257;alpha;beta;-;2.0;1.0
S024;260;alpha;beta;+;9.0;7.0
S024;262;alpha;beta;-;5.0;7.0
S024;271;alpha;beta;+;3.0;1.0
S024;272;alpha;beta;-;4.0;2.0
S024;281;alpha;beta;+;81.0;20.0
S024;282;alpha;beta;-;19.0;80.0
S024;285;alpha;beta;+;77.0;16.0
S024;297;alpha;beta;-;4.0;65.0
S024;298;alpha;beta;+;64.0;3.0
S024;299;alpha;beta;-;2.0;63.0
S024;332;alpha;beta;+;30.0;32.0
S024;335;alpha;beta;-;29.0;27.0
S024;336;alpha;beta;+;26.0;28.0
S024;338;alpha;beta;-;26.0;24.0
S024;339;alpha;beta;+;23.0;25.0
S024;340;alpha;beta;-;24.0;22.0
S024;342;alpha;beta;+;20.0;22.0
S024;348;alpha;beta;-;16.0;14.0
S024;360;alpha;beta;+;2.0;4.0
S024;376;alpha;beta;-;41.0;40.0
S024;408;alpha;beta;+;8.0;9.0
S024;426;alpha;beta;-;46.0;40.0
S024;427;alpha;beta;+;39.0;45.0
S024;428;alpha;beta;-;44.0;38.0
S024;429;alpha;beta;+;37.0;43.0
S024;431;alpha;beta;-;41.0;35.0
S024;458;alpha;beta;+;8.0;14.0
S024;486;alpha;beta;-;3.0;11.0
S024;487;alpha;beta;+;10.0;2.0
S024;489;alpha;beta;-;9.0;8.0
S024;499;alpha;beta;+;107.0;102.0
S024;534;alpha;beta;-;67.0;72.0
S024;537;alpha;beta;+;69.0;64.0
S024;560;alpha;beta;-;41.0;46.0
S024;582;alpha;beta;+;24.0;19.0
S024;585;alpha;beta;-;16.0;21.0
S024;587;alpha;beta;+;19.0;14.0
S024;589;alpha;beta;-;12.0;17.0
S024;592;alpha;beta;+;14.0;9.0
S024;596;alpha;beta;-;5.0;10.0
S024;618;alpha;beta;+;11.0;9.0
S024;628;alpha;beta;-;3.0;1.0
S024;629;alpha;beta;+;3.0;2.0
S024;631;alpha;beta;-;8.0;1.0
S024;632;alpha;beta;+;9.0;7.0
S024;639;alpha;beta;-;6.0;2.0
S024;641;alpha;beta;+;61.0;4.0
S024;645;alpha;beta;-;85.0;57.0
S024;692;alpha;beta;+;10.0;38.0
S024;726;alpha;beta;-;4.0;156.0
S024;793;alpha;beta;+;89.0;96.0
S024;814;alpha;beta;-;75.0;68.0
S024;830;alpha;beta;+;52.0;59.0
S024;831;alpha;beta;-;58.0;51.0
S024;832;alpha;beta;+;50.0;57.0
S024;835;alpha;beta;-;54.0;47.0
S024;840;alpha;beta;+;42.0;49.0
S024;848;alpha;beta;-;41.0;34.0
S024;849;alpha;beta;+;33.0;40.0
S024;850;alpha;beta;-;39.0;32.0
S024;856;alpha;beta;+;26.0;33.0
S024;863;alpha;beta;-;26.0;19.0
S024;865;alpha;beta;+;17.0;24.0
S024;889;alpha;beta;-;77.0;28.0
S024;916;alpha;beta;+;1.0;50.0
S024;945;alpha;beta;-;21.0;378.0
S024;952;alpha;beta;+;371.0;14.0
S024;953;alpha;beta;-;13.0;370.0
S024;995;alpha;beta;+;328.0;330.0
S024;1020;alpha;beta;-;305.0;303.0
S024;1049;alpha;beta;+;274.0;276.0
S024;1051;alpha;beta;-;274.0;272.0
S024;1068;alpha;beta;+;255.0;257.0
S024;1077;alpha;beta;-;248.0;246.0
S024;1078;alpha;beta;+;245.0;247.0
S024;1086;alpha;beta;-;239.0;237.0
S024;1087;alpha;beta;+;236.0;238.0
S024;1094;alpha;beta;-;231.0;229.0
S024;1096;alpha;beta;+;227.0;229.0
S024;1105;alpha;beta;-;220.0;218.0
S024;1108;alpha;beta;+;215.0;217.0
S024;1109;alpha;beta;-;216.0;214.0
S024;1125;alpha;beta;+;198.0;200.0
S024;1127;alpha;beta;-;198.0;196.0
S024;1129;alpha;beta;+;194.0;196.0
S024;1132;alpha;beta;-;193.0;191.0
S024;1135;alpha;beta;+;188.0;190.0
S024;1136;alpha;beta;-;189.0;187.0
S024;1140;alpha;beta;+;183.0;185.0
S024;1150;alpha;beta;-;175.0;173.0
S024;1158;alpha;beta;+;165.0;167.0
S024;1160;alpha;beta;-;165.0;163.0
S024;1161;alpha;beta;+;162.0;164.0
S024;1162;alpha;beta;-;163.0;161.0
S024;1191;alpha;beta;+;132.0;134.0
S024;1205;alpha;beta;-;120.0;118.0
S024;1229;alpha;beta;+;94.0;96.0
S024;1230;alpha;beta;-;95.0;93.0
S024;1231;alpha;beta;+;92.0;94.0
S024;1232;alpha;beta;-;93.0;91.0
S024;1234;alpha;beta;+;89.0;91.0
S024;1249;alpha;beta;-;76.0;74.0
S024;1252;alpha;beta;+;71.0;73.0
S024;1334;alpha;beta;-;42.0;41.0
S024;1335;alpha;beta;+;40.0;41.0
