segment;pas;capteur;longueur;cote;rang_segment;collage_replie;capteur_appele_par_collage;capteur_appele_par_longueur
S022;672;alpha;6;-;78;61;;
S022;672;epsilon;4;-;72;33;;
S022;672;gamma;4;-;48;67;;
S022;672;beta;4;-;32;100;gamma;
S022;674;delta;15;-;28;108;gamma;
S022;675;delta;1;+;29;65;;
S022;678;delta;3;-;30;18;epsilon;
S022;705;alpha;33;+;79;37;;
S022;707;alpha;2;-;80;118;;
S022;710;alpha;3;+;81;40;;
S022;712;alpha;2;-;82;21;delta;
S022;725;alpha;13;+;83;81;;
S022;727;epsilon;55;+;73;53;;
S022;740;gamma;68;+;49;37;;alpha
S022;741;gamma;1;-;50;117;;
S022;744;alpha;19;-;84;118;;gamma
S022;744;epsilon;17;-;74;110;alpha;alpha
S022;746;alpha;2;+;85;39;;
S022;746;epsilon;2;+;75;86;;
S022;747;alpha;1;-;86;10;;
S022;747;epsilon;1;-;76;99;;
S022;772;alpha;25;+;87;9;;
S022;796;alpha;24;-;88;35;;
S022;799;epsilon;52;+;77;46;;
S022;801;epsilon;2;-;78;81;;
S022;811;alpha;15;+;89;86;;
S022;811;epsilon;10;+;79;109;epsilon;
S022;814;alpha;3;-;90;101;;
S022;814;epsilon;3;-;80;77;;
S022;826;alpha;12;+;91;79;;
S022;827;alpha;1;-;92;29;;
S022;828;alpha;1;+;93;37;;
S022;829;alpha;1;-;94;117;;
S022;831;alpha;2;+;95;29;;
S022;832;epsilon;18;+;81;98;;epsilon
S022;844;gamma;103;+;51;9;;
S022;845;gamma;1;-;52;91;epsilon;
S022;847;alpha;16;-;96;122;;
S022;850;alpha;3;+;97;80;;
S022;851;alpha;1;-;98;39;;
S022;853;epsilon;21;-;82;42;;delta
S022;855;alpha;4;+;99;13;;
S022;855;epsilon;2;+;83;41;;
S022;855;gamma;10;+;53;93;;
S022;861;alpha;6;-;100;9;;
S022;862;epsilon;7;-;84;36;epsilon;
S022;862;gamma;7;-;54;48;;
S022;864;epsilon;2;+;85;108;gamma;
S022;864;gamma;2;+;55;101;;
S022;865;alpha;4;+;101;94;;
S022;866;alpha;1;-;102;52;;
S022;867;alpha;1;+;103;13;;
S022;872;alpha;5;-;104;8;;
S022;873;alpha;1;+;105;81;;
S022;874;alpha;1;-;106;49;;
S022;874;epsilon;10;-;86;15;;
S022;874;gamma;10;-;56;77;;
S022;876;gamma;2;+;57;10;;
S022;877;alpha;3;+;107;112;;
S022;877;epsilon;3;+;87;26;;
S022;878;alpha;1;-;108;105;;
S022;878;epsilon;1;-;88;7;;
S022;878;gamma;2;-;58;102;;
S022;889;gamma;11;+;59;51;;
S022;890;alpha;12;+;109;98;;
S022;891;alpha;1;-;110;92;;
S022;891;gamma;2;-;60;4;;
S022;901;alpha;10;+;111;66;;
S022;904;alpha;3;-;112;28;;
S022;918;alpha;14;+;113;20;beta;
S022;921;alpha;3;-;114;76;;
S022;922;alpha;1;+;115;126;;
S022;926;epsilon;48;+;89;113;;
S022;929;epsilon;3;-;90;117;;
S022;932;epsilon;3;+;91;30;;
S022;934;gamma;43;+;61;62;;delta
S022;935;beta;263;+;33;60;;
S022;976;alpha;54;-;116;81;;
S022;977;alpha;1;+;117;49;;
S022;992;alpha;15;-;118;89;;
S022;993;alpha;1;+;119;2;;
S022;1002;alpha;9;-;120;29;;
S022;1005;alpha;3;+;121;39;;
S022;1011;alpha;6;-;122;15;;
S022;1016;epsilon;84;-;92;36;epsilon;delta
S022;1017;epsilon;1;+;93;107;beta;
S022;1018;epsilon;1;-;94;55;;
S022;1024;alpha;13;+;123;116;;
S022;1024;epsilon;6;+;95;48;;
S022;1031;delta;353;+;31;65;;
S022;1043;alpha;19;-;124;62;;gamma
S022;1043;epsilon;19;-;96;120;;gamma
S022;1043;delta;12;-;32;35;;
S022;1047;gamma;113;-;62;10;;
S022;1061;delta;18;+;33;89;;epsilon
S022;1062;alpha;19;+;125;123;;gamma
S022;1062;epsilon;19;+;97;81;;gamma
S022;1062;gamma;15;+;63;126;;
S022;1068;alpha;6;-;126;93;;
S022;1068;epsilon;6;-;98;54;;
S022;1068;gamma;6;-;64;123;;
S022;1071;delta;10;-;34;20;beta;
S022;1077;delta;6;+;35;79;;
S022;1080;alpha;12;+;127;41;;
S022;1084;alpha;4;-;128;33;;
S022;1085;alpha;1;+;129;77;;
S022;1089;epsilon;21;+;99;87;;delta
S022;1091;gamma;23;+;65;4;;
S022;1092;gamma;1;-;66;41;;
S022;1094;epsilon;5;-;100;113;;
S022;1095;alpha;10;-;130;90;;
S022;1096;alpha;1;+;131;12;;
S022;1096;epsilon;2;+;101;116;;
S022;1097;alpha;1;-;132;121;;
S022;1097;epsilon;1;-;102;18;epsilon;
S022;1099;beta;164;-;34;93;;
S022;1100;alpha;3;+;133;70;;
S022;1100;epsilon;3;+;103;56;;
S022;1100;gamma;8;+;67;37;;
S022;1100;beta;1;+;35;42;;
S022;1135;alpha;35;-;134;50;;
S022;1149;epsilon;49;-;104;61;;
S022;1161;alpha;26;+;135;73;;
S022;1163;epsilon;14;+;105;18;epsilon;
S022;1165;epsilon;2;-;106;55;;
S022;1166;epsilon;1;+;107;43;delta;
S022;1184;alpha;23;-;136;84;delta;
S022;1185;epsilon;19;-;108;1;;gamma
S022;1189;epsilon;4;+;109;14;;
S022;1193;epsilon;4;-;110;17;alpha;
S022;1193;gamma;93;-;68;110;alpha;
S022;1210;alpha;26;+;137;44;;
S022;1212;alpha;2;-;138;61;;
S022;1214;alpha;2;+;139;104;;
S022;1219;epsilon;26;+;111;75;;
S022;1219;gamma;26;+;69;104;;
S022;1221;epsilon;2;-;112;117;;
S022;1221;gamma;2;-;70;26;;
S022;1222;epsilon;1;+;113;28;;
S022;1223;gamma;2;+;71;8;;
S022;1224;epsilon;2;-;114;28;;
S022;1224;gamma;1;-;72;81;;
S022;1227;epsilon;3;+;115;29;;
S022;1231;gamma;7;+;73;55;;
S022;1252;alpha;38;-;140;24;;
S022;1255;epsilon;28;-;116;7;;
S022;1255;gamma;24;-;74;63;;
S022;1256;gamma;1;+;75;123;;
S022;1320;epsilon;3;+;117;73;;
S022;1322;epsilon;2;-;118;97;;
S022;1323;epsilon;1;+;119;82;;
S022;1324;epsilon;1;-;120;59;alpha;
S022;1328;alpha;14;+;141;1;;
S022;1328;epsilon;4;+;121;86;;
S022;1341;alpha;13;-;142;113;;
S022;1341;epsilon;13;-;122;104;;
S022;1342;alpha;1;+;143;115;;
S022;1342;epsilon;1;+;123;25;;
S022;1348;alpha;6;-;144;13;;
S022;1348;epsilon;6;-;124;2;;
S022;1353;gamma;35;-;76;16;;
S022;1353;beta;191;-;36;27;gamma;
S022;1354;gamma;1;+;77;34;;
S022;1354;beta;1;+;37;17;alpha;
S022;1356;alpha;8;+;145;11;;
S022;1356;epsilon;8;+;125;28;;
S022;1357;alpha;1;-;146;111;;
S022;1358;alpha;1;+;147;95;;
S022;1385;alpha;27;-;148;2;;gamma
S022;1386;alpha;1;+;149;21;delta;
S022;1389;alpha;3;-;150;86;;
S022;1390;alpha;1;+;151;99;;
S022;1402;alpha;12;-;152;6;;
S022;1403;epsilon;47;-;126;53;;
S022;1405;gamma;51;-;78;22;;
S022;1405;beta;51;-;38;100;gamma;
S022;1407;beta;2;+;39;113;;
S022;1409;beta;2;-;40;116;;
S022;1428;alpha;26;+;153;118;;
S022;1433;alpha;5;-;154;42;;
S022;1436;alpha;3;+;155;42;;
S023;3;alpha;3;-;1;3;;
S023;5;alpha;2;+;2;32;;
S023;6;alpha;1;-;3;67;;
S023;6;delta;6;-;1;6;;
S023;7;delta;1;+;2;61;;
S023;12;alpha;6;+;4;41;;
S023;12;epsilon;12;+;1;12;;
S023;14;gamma;14;+;1;14;;
S023;14;beta;14;+;1;14;;
S023;15;gamma;1;-;2;14;;
S023;15;beta;1;-;2;14;;
S023;18;alpha;6;-;5;35;;
S023;18;epsilon;6;-;2;126;;
S023;19;alpha;1;+;6;97;;
S023;19;epsilon;1;+;3;118;;
S023;23;alpha;4;-;7;85;;
S023;23;epsilon;4;-;4;41;;
S023;23;delta;16;-;3;20;beta;
S023;36;alpha;13;+;8;4;;
S023;36;epsilon;13;+;5;49;;
S023;36;delta;13;+;4;108;gamma;
S023;37;epsilon;1;-;6;110;alpha;
S023;38;alpha;2;-;9;42;;
S023;38;delta;2;-;5;66;;
S023;39;alpha;1;+;10;40;;
S023;39;delta;1;+;6;26;;
S023;41;epsilon;4;+;7;88;;
S023;44;epsilon;3;-;8;121;;
S023;45;alpha;6;-;11;25;;
S023;45;delta;6;-;7;12;;
S023;48;alpha;3;+;12;126;;
S023;50;alpha;2;-;13;119;;
S023;63;alpha;13;+;14;102;;
S023;64;alpha;1;-;15;5;;
S023;65;alpha;1;+;16;51;;
S023;66;alpha;1;-;17;3;;
S023;69;alpha;3;+;18;33;;
S023;70;alpha;1;-;19;77;;
S023;71;alpha;1;+;20;9;;
S023;72;alpha;1;-;21;91;epsilon;
S023;74;alpha;2;+;22;23;;
S023;74;epsilon;30;+;9;65;;
S023;75;epsilon;1;-;10;16;;
S023;76;epsilon;1;+;11;34;;
S023;76;gamma;61;+;3;64;;
S023;77;gamma;1;-;4;6;;
S023;80;gamma;3;+;5;63;;
S023;80;delta;35;+;8;92;;
S023;81;beta;66;+;3;69;;
S023;82;beta;1;-;4;56;;
S023;85;delta;5;-;9;36;epsilon;
S023;86;gamma;6;-;6;1;;
S023;88;alpha;14;-;23;28;;
S023;88;epsilon;12;-;12;110;alpha;
S023;89;alpha;1;+;24;27;gamma;
S023;89;epsilon;1;+;13;85;;
S023;89;gamma;3;+;7;13;;
S023;90;beta;8;+;5;60;;
S023;90;delta;5;+;10;111;;
S023;125;alpha;36;-;25;69;;epsilon
S023;131;alpha;6;+;26;61;;
S023;150;alpha;19;-;27;23;;gamma
S023;151;alpha;1;+;28;104;;
S023;153;alpha;2;-;29;26;;
S023;155;epsilon;66;-;14;57;;
S023;157;epsilon;2;+;15;64;;
S023;158;epsilon;1;-;16;6;;
S023;171;alpha;18;+;30;78;;epsilon
S023;171;epsilon;13;+;17;105;;
S023;175;epsilon;4;-;18;38;;
S023;176;alpha;5;-;31;23;;
S023;178;alpha;2;+;32;105;;
S023;179;epsilon;4;+;19;3;;
S023;180;epsilon;1;-;20;31;;
S023;182;alpha;4;-;33;38;;
S023;183;alpha;1;+;34;0;;
S023;184;alpha;1;-;35;1;;
S023;187;alpha;3;+;36;13;;
S023;191;epsilon;11;+;21;63;;
S023;214;alpha;27;-;37;57;;gamma
S023;220;alpha;6;+;38;68;alpha;
S023;228;alpha;8;-;39;53;;
S023;234;alpha;6;+;40;28;;
S023;235;alpha;1;-;41;27;gamma;
S023;239;alpha;4;+;42;20;beta;
S023;240;alpha;1;-;43;74;;
S023;240;epsilon;49;-;22;126;;
S023;242;epsilon;2;+;23;119;;
S023;245;alpha;5;+;44;110;alpha;
S023;248;alpha;3;-;45;87;;
S023;248;epsilon;6;-;24;53;;
S023;254;alpha;6;+;46;114;;
S023;255;epsilon;7;+;25;29;;
S023;256;alpha;2;-;47;126;;
S023;256;epsilon;1;-;26;37;;
S023;266;gamma;177;-;8;96;;
S023;268;beta;178;-;6;107;beta;
S023;269;gamma;3;+;9;74;;
S023;269;beta;1;+;7;55;;
S023;270;gamma;1;-;10;106;delta;
S023;273;beta;4;-;8;46;;
S023;274;alpha;18;+;48;45;;epsilon
S023;274;epsilon;18;+;27;35;;epsilon
S023;274;gamma;4;+;11;48;;
S023;274;beta;1;+;9;80;;
S023;276;epsilon;2;-;28;98;;
S023;277;epsilon;1;+;29;92;;
S023;286;epsilon;9;-;30;40;;
S023;287;alpha;13;-;49;68;alpha;
S023;287;gamma;13;-;12;114;;
S023;289;alpha;2;+;50;47;;
S023;289;epsilon;3;+;31;22;;
S023;289;gamma;2;+;13;126;;
S023;290;alpha;1;-;51;90;;
S023;290;epsilon;1;-;32;94;;
S023;290;gamma;1;-;14;118;;
S023;292;beta;18;-;10;17;alpha;epsilon
S023;294;beta;2;+;11;45;;
S023;297;alpha;7;+;52;18;epsilon;
S023;297;epsilon;7;+;33;58;;
S023;297;gamma;7;+;15;44;;
S023;298;alpha;1;-;53;54;;
S023;298;epsilon;1;-;34;73;;
S023;298;gamma;1;-;16;60;;
S023;300;beta;6;-;12;75;;
S023;302;beta;2;+;13;117;;
S023;303;epsilon;5;+;35;100;gamma;
S023;304;alpha;6;+;54;38;;
S023;304;gamma;6;+;17;98;;
S023;307;alpha;3;-;55;2;;
S023;307;gamma;3;-;18;94;;
S023;308;alpha;1;+;56;21;delta;
S023;309;gamma;2;+;19;53;;
S023;334;alpha;26;-;57;94;;
S023;339;epsilon;36;-;36;3;;epsilon
S023;339;gamma;30;-;20;123;;
S023;340;beta;38;-;14;54;;
S023;344;gamma;5;+;21;92;;
S023;344;beta;4;+;15;36;epsilon;
S023;345;alpha;11;+;58;13;;
S023;345;epsilon;6;+;37;36;epsilon;
S023;347;alpha;2;-;59;5;;
S023;352;epsilon;7;-;38;113;;
S023;356;gamma;12;-;22;68;alpha;
S023;356;beta;12;-;16;56;;
S023;365;alpha;18;+;60;10;;epsilon
S023;365;gamma;9;+;23;54;;
S023;365;beta;9;+;17;61;;
S023;367;epsilon;15;+;39;12;;
S023;368;epsilon;1;-;40;121;;
S023;370;epsilon;2;+;41;69;;
S023;392;alpha;27;-;61;11;;gamma
S023;393;alpha;1;+;62;111;;
S023;394;alpha;1;-;63;95;;
S023;396;epsilon;26;-;42;68;alpha;
S023;397;gamma;32;-;24;98;;
S023;398;gamma;1;+;25;92;;
S023;401;gamma;3;-;26;34;;
S023;401;beta;36;-;18;40;;epsilon
S023;402;beta;1;+;19;20;beta;
S023;403;beta;1;-;20;74;;
S023;407;beta;4;+;21;109;epsilon;
S023;408;beta;1;-;22;75;;
S023;409;beta;1;+;23;116;;
S023;410;beta;1;-;24;18;epsilon;
S023;420;alpha;26;+;64;1;;
S023;422;alpha;2;-;65;12;;
S023;427;alpha;5;+;66;125;;
S023;429;beta;19;+;25;41;;gamma
S023;430;beta;1;-;26;30;;
S023;433;epsilon;37;+;43;106;delta;
S023;433;gamma;32;+;27;3;;
S023;433;beta;3;+;27;49;;
S023;466;alpha;39;-;67;93;;
S023;471;alpha;5;+;68;46;;
S023;472;alpha;1;-;69;80;;
S023;480;alpha;8;+;70;46;;
S023;482;alpha;2;-;71;81;;
S023;483;epsilon;50;-;44;109;epsilon;
S023;485;epsilon;2;+;45;76;;
S023;487;alpha;5;+;72;53;;
S023;498;alpha;11;-;73;104;;
S023;498;epsilon;13;-;46;120;;
S023;509;gamma;76;-;28;122;;
S023;510;beta;77;-;28;24;;
S023;511;beta;1;+;29;114;;
S023;512;beta;1;-;30;125;;
S023;515;beta;3;+;31;110;alpha;
S023;517;gamma;8;+;29;85;;
S023;518;gamma;1;-;30;89;;
S023;520;beta;5;-;32;89;;
S023;522;beta;2;+;33;3;;
S023;523;beta;1;-;34;31;;
S023;535;delta;445;-;11;66;;
S023;551;alpha;53;+;74;39;;
S023;555;delta;20;+;12;16;;beta
S023;556;epsilon;58;+;47;120;;
S023;557;epsilon;1;-;48;58;;
S023;558;delta;3;-;13;36;epsilon;
S023;560;alpha;9;-;75;18;epsilon;
S023;561;alpha;1;+;76;54;;
S023;562;epsilon;5;+;49;77;;
S023;562;delta;4;+;14;110;alpha;
S023;574;gamma;56;+;31;66;;
S023;574;beta;51;+;35;103;;
S023;580;beta;6;-;36;20;beta;
S023;581;gamma;7;-;32;32;;
S023;582;gamma;1;+;33;67;;
S023;583;gamma;1;-;34;36;epsilon;
S023;584;gamma;1;+;35;107;beta;
S023;585;beta;5;+;37;78;;
S023;587;alpha;26;-;77;92;;
S023;587;gamma;3;-;36;57;;
S023;587;beta;2;-;38;20;beta;
S023;591;alpha;4;+;78;35;;
S023;591;gamma;4;+;37;66;;
S023;594;alpha;3;-;79;99;;
S023;594;gamma;3;-;38;28;;
S023;595;alpha;1;+;80;102;;
S023;595;gamma;1;+;39;27;gamma;
S023;596;beta;9;+;39;82;;
S023;597;alpha;2;-;81;6;;
S023;597;beta;1;-;40;59;alpha;
S023;598;gamma;3;-;40;19;gamma;
S023;599;epsilon;37;-;50;117;;
S023;599;delta;37;-;15;115;;
S023;600;delta;1;+;16;8;;
S023;601;delta;1;-;17;81;;
S023;608;delta;7;+;18;55;;
S023;609;delta;1;-;19;43;delta;
S023;623;alpha;26;+;82;118;;
S023;624;epsilon;25;+;51;41;;
S023;624;gamma;26;+;41;21;delta;
S023;624;delta;15;+;20;124;;
S023;627;beta;30;+;41;88;;
S023;628;beta;1;-;42;119;;
S023;631;delta;7;-;21;104;;
S023;632;epsilon;8;-;52;37;;
S023;632;gamma;8;-;42;91;epsilon;
S023;635;alpha;12;-;83;1;;
S023;641;alpha;6;+;84;16;;
S023;644;alpha;3;-;85;36;epsilon;
S023;646;alpha;2;+;86;108;gamma;
S023;646;epsilon;14;+;53;31;;
S023;646;gamma;14;+;43;97;;
S023;646;delta;15;+;22;1;;
S023;647;beta;19;+;43;108;gamma;gamma
S023;654;beta;7;-;44;71;;
S023;654;delta;8;-;23;18;epsilon;
S023;655;beta;1;+;45;76;;
S023;655;delta;1;+;24;54;;
S023;660;alpha;14;-;87;19;gamma;
S023;660;epsilon;14;-;54;66;;
S023;660;gamma;14;-;44;62;;
S023;660;beta;5;-;46;3;;
S023;660;delta;5;-;25;37;;
S023;661;alpha;1;+;88;64;;
S023;661;epsilon;1;+;55;26;;
S023;661;gamma;1;+;45;113;;
S023;661;beta;1;+;47;31;;
S023;662;alpha;1;-;89;6;;
S023;662;gamma;1;-;46;115;;
S023;662;beta;1;-;48;57;;
S023;664;alpha;2;+;90;62;;
S023;664;gamma;2;+;47;9;;
S023;664;beta;2;+;49;64;;
S023;665;alpha;1;-;91;113;;
S023;665;epsilon;4;-;56;10;;
S023;665;gamma;1;-;48;91;epsilon;
S023;665;beta;1;-;50;6;;
S023;666;epsilon;1;+;57;101;;
S023;667;alpha;2;+;92;116;;
S023;667;gamma;2;+;49;23;;
S023;667;beta;2;+;51;62;;
S023;668;alpha;1;-;93;18;epsilon;
S023;668;gamma;1;-;50;104;;
S023;668;beta;1;-;52;113;;
S023;669;epsilon;3;-;58;124;;
S023;675;alpha;7;+;94;60;;
S023;675;epsilon;6;+;59;103;;
S023;675;gamma;7;+;51;31;;
S023;675;beta;7;+;53;121;;
S023;676;alpha;1;-;95;93;;
S023;676;epsilon;1;-;60;15;;
S023;676;gamma;1;-;52;57;;
S023;676;beta;1;-;54;68;alpha;
S023;677;alpha;1;+;96;42;;
S023;677;epsilon;1;+;61;24;;
S023;677;gamma;1;+;53;63;;
S023;677;beta;1;+;55;46;;
S023;678;alpha;1;-;97;40;;
S023;678;gamma;1;-;54;123;;
S023;679;alpha;1;+;98;20;beta;
S023;679;gamma;1;+;55;88;;
S023;682;gamma;3;-;56;121;;
S023;683;gamma;1;+;57;68;alpha;
S023;684;alpha;5;-;99;78;;
S023;684;epsilon;7;-;62;120;;
S023;684;gamma;1;-;58;46;;
S023;684;beta;7;-;56;86;;
S023;686;alpha;2;+;100;20;beta;
S023;686;epsilon;2;+;63;59;alpha;
S023;686;gamma;2;+;59;81;;
S023;686;beta;2;+;57;100;gamma;
S023;687;gamma;1;-;60;49;;
S023;687;beta;1;-;58;112;;
S023;688;alpha;2;-;101;75;;
S023;688;epsilon;2;-;64;84;delta;
S023;690;alpha;2;+;102;117;;
S023;690;epsilon;2;+;65;80;;
S023;690;gamma;3;+;61;112;;
S023;690;beta;3;+;59;107;beta;
S023;691;alpha;1;-;103;28;;
S023;691;epsilon;1;-;66;39;;
S023;691;gamma;1;-;62;105;;
S023;691;beta;1;-;60;55;;
S023;725;alpha;34;+;104;40;;
S023;726;alpha;1;-;105;20;beta;
S023;728;alpha;2;+;106;75;;
S023;730;alpha;2;-;107;117;;
S023;731;alpha;1;+;108;28;;
S023;735;alpha;4;-;109;30;;
S023;745;alpha;10;+;110;89;;
S023;749;alpha;4;-;111;5;;
S023;790;alpha;41;+;112;33;;
S023;803;epsilon;112;+;67;123;;
S023;819;alpha;29;-;113;27;gamma;
S023;822;alpha;3;+;114;19;gamma;
S023;823;alpha;1;-;115;64;;
S023;825;alpha;2;+;116;7;;
S023;832;alpha;7;-;117;77;;
S023;833;alpha;1;+;118;9;;
S023;833;gamma;142;+;63;113;;
S023;834;gamma;1;-;64;115;;
S023;835;alpha;2;-;119;92;;
S023;837;epsilon;34;-;68;15;;
S023;857;alpha;22;+;120;78;;
S023;857;gamma;23;+;65;93;;
S023;859;alpha;2;-;121;20;beta;
S023;859;gamma;2;-;66;43;delta;
S023;860;alpha;1;+;122;74;;
S023;860;epsilon;23;+;69;126;;
S023;860;gamma;1;+;67;50;;
S023;861;epsilon;1;-;70;118;;
S023;863;epsilon;2;+;71;39;;
S023;873;alpha;13;-;123;47;;
S023;873;epsilon;10;-;72;100;gamma;
S023;876;gamma;16;-;68;63;;
S023;877;gamma;1;+;69;123;;
S023;878;gamma;1;-;70;88;;
S023;879;gamma;1;+;71;119;;
S023;880;epsilon;7;+;73;118;;
S023;881;epsilon;1;-;74;38;;
S023;881;gamma;2;-;72;49;;
S023;882;alpha;9;+;124;98;;
S023;882;epsilon;1;+;75;0;;
S023;882;gamma;1;+;73;110;alpha;
S023;884;beta;193;+;61;75;;
S023;889;alpha;7;-;125;98;;
S023;889;beta;5;-;62;120;;
S023;890;alpha;1;+;126;92;;
S023;891;beta;2;+;63;59;alpha;
S023;897;alpha;7;-;127;38;;
S023;897;beta;6;-;64;88;;
S023;899;epsilon;17;-;76;17;alpha;alpha
S023;900;gamma;18;-;74;96;;epsilon
S023;903;epsilon;4;+;77;47;;
S023;903;gamma;3;+;75;74;;
S023;903;beta;6;+;65;124;;
S023;905;alpha;8;+;128;7;;
S023;907;alpha;2;-;129;72;;
S023;908;alpha;1;+;130;86;;
S023;920;delta;260;+;26;49;;
S023;924;delta;4;-;27;113;;
S023;933;alpha;25;-;131;116;;
S023;951;alpha;18;+;132;61;;epsilon
S023;953;alpha;2;-;133;104;;
S023;954;epsilon;51;-;78;52;;
S023;955;epsilon;1;+;79;13;;
S023;956;alpha;3;+;134;27;gamma;
S023;962;delta;38;+;28;35;;
S023;1006;alpha;50;-;135;83;;
S023;1007;alpha;1;+;136;69;;
S023;1008;alpha;1;-;137;56;;
S023;1010;epsilon;55;-;80;85;;
S023;1011;epsilon;1;+;81;89;;
S023;1012;epsilon;1;-;82;2;;
S023;1013;epsilon;1;+;83;21;delta;
S023;1016;alpha;8;+;138;60;;
S023;1018;alpha;2;-;139;94;;
S023;1020;epsilon;7;-;84;90;;
S023;1035;alpha;17;+;140;19;gamma;alpha
S023;1035;epsilon;15;+;85;125;;
S023;1036;epsilon;1;-;86;108;gamma;
S023;1038;alpha;3;-;141;66;;
S023;1047;gamma;144;-;76;103;;
S023;1049;beta;146;-;66;67;;
S023;1049;delta;87;-;29;31;;
S023;1119;alpha;81;+;142;77;;
S023;1124;epsilon;88;+;87;93;;
S023;1138;gamma;91;+;77;104;;epsilon
S023;1160;beta;111;+;67;55;;
S023;1162;delta;113;+;30;125;;
S023;1164;delta;2;-;31;109;epsilon;
S023;1167;beta;7;-;68;49;;
S023;1168;beta;1;+;69;110;alpha;
S023;1170;beta;2;-;70;86;;
S023;1171;beta;1;+;71;99;;
S023;1172;delta;8;+;32;82;;
S023;1190;alpha;71;-;143;24;;
S023;1198;delta;26;-;33;98;;
S023;1199;epsilon;75;-;88;104;;
S023;1216;gamma;78;-;78;64;;
S023;1217;gamma;1;+;79;6;;
S023;1218;gamma;1;-;80;61;;
S023;1227;beta;56;-;72;50;;
S023;1228;beta;1;+;73;120;;
S023;1232;beta;4;-;74;61;;
S023;1233;beta;1;+;75;103;;
S023;1235;beta;2;-;76;16;;
S023;1243;beta;8;+;77;41;;
S023;1244;beta;1;-;78;30;;
S023;1249;alpha;59;+;144;46;;alpha
S023;1250;alpha;1;-;145;80;;
S023;1251;alpha;1;+;146;39;;
S023;1256;beta;12;+;79;91;epsilon;
S023;1257;epsilon;58;+;89;44;;
S023;1320;alpha;7;-;147;16;;
S023;1320;epsilon;1;-;90;60;;
S023;1320;beta;2;-;80;23;;
S023;1324;alpha;4;+;148;37;;
S023;1325;alpha;1;-;149;117;;
S023;1342;alpha;17;+;150;33;;alpha
S023;1343;epsilon;23;+;91;54;;
S023;1356;gamma;76;+;81;80;;
S023;1366;gamma;10;-;82;9;;
S023;1367;gamma;1;+;83;91;epsilon;
S023;1372;beta;52;+;81;66;;
S023;1373;beta;1;-;82;26;;
S023;1376;alpha;34;-;151;32;;
S023;1377;gamma;10;-;84;93;;
S023;1378;gamma;1;+;85;42;;
S023;1379;alpha;3;+;152;69;;
S023;1381;alpha;2;-;153;57;;
S023;1383;epsilon;40;-;92;106;delta;
S023;1383;gamma;5;-;86;44;;
S023;1384;alpha;3;+;154;65;;
S023;1384;epsilon;1;+;93;45;;
S023;1384;gamma;1;+;87;60;;
S023;1386;alpha;2;-;155;17;alpha;
S023;1388;epsilon;4;-;94;73;;
S023;1388;gamma;4;-;88;96;;
S023;1389;gamma;1;+;89;72;;
S023;1390;epsilon;2;+;95;97;;
S023;1392;alpha;6;+;156;49;;
S023;1394;alpha;2;-;157;111;;
S023;1395;alpha;1;+;158;95;;
S023;1396;beta;23;+;83;83;;
S023;1397;beta;1;-;84;69;;
S023;1398;beta;1;+;85;56;;
S023;1423;alpha;28;-;159;3;;
S023;1425;alpha;2;+;160;32;;
S023;1426;alpha;1;-;161;67;;
S023;1427;epsilon;37;-;96;85;;
S023;1428;alpha;2;+;162;37;;
S023;1428;epsilon;1;+;97;89;;
S023;1429;alpha;1;-;163;117;;
S023;1430;epsilon;2;-;98;3;;
S023;1432;alpha;3;+;164;30;;
S023;1432;epsilon;2;+;99;32;;
S023;1434;alpha;2;-;165;48;;
S023;1436;epsilon;4;-;100;70;;
S023;1438;epsilon;2;+;101;67;;
S023;1439;alpha;5;+;166;104;;
S024;1;alpha;1;-;1;1;;
S024;1;epsilon;1;-;1;1;;
S024;3;alpha;2;+;2;12;;
S024;3;epsilon;2;+;2;12;;
S024;8;delta;8;+;1;8;;
S024;13;delta;5;-;2;85;;
S024;18;delta;5;+;3;93;;
S024;19;delta;1;-;4;42;;
S024;20;alpha;17;-;3;74;;alpha
S024;21;alpha;1;+;4;106;delta;
S024;22;alpha;1;-;5;45;;
S024;22;epsilon;19;-;3;76;;gamma
S024;22;gamma;22;-;1;22;;
S024;23;beta;23;-;1;23;;
S024;24;gamma;2;+;2;95;;
S024;24;beta;1;+;2;104;;
S024;25;gamma;1;-;3;62;;
S024;25;beta;1;-;3;25;;
S024;26;beta;1;+;4;124;;
S024;27;gamma;2;+;4;114;;
S024;28;gamma;1;-;5;125;;
S024;29;gamma;1;+;6;108;gamma;
S024;30;gamma;1;-;7;65;;
S024;30;beta;4;-;5;101;;
S024;32;beta;2;+;6;123;;
S024;34;beta;2;-;7;89;;
S024;38;beta;4;+;8;5;;
S024;39;alpha;17;+;6;72;;alpha
S024;39;gamma;9;+;8;24;;
S024;41;epsilon;19;+;4;126;;gamma
S024;42;delta;23;+;5;32;;
S024;46;epsilon;5;-;5;122;;
S024;46;delta;4;-;6;70;;
S024;47;gamma;8;-;9;121;;
S024;48;gamma;1;+;10;68;alpha;
S024;49;alpha;10;-;7;98;;
S024;49;gamma;1;-;11;46;;
S024;50;alpha;1;+;8;92;;
S024;51;alpha;1;-;9;32;;
S024;51;beta;13;-;9;5;;
S024;52;beta;1;+;10;51;;
S024;53;alpha;2;+;10;68;alpha;
S024;53;epsilon;7;+;6;84;delta;
S024;53;gamma;4;+;12;83;;
S024;53;delta;7;+;7;72;;
