segment;pas;capteur;longueur;cote;rang_segment;collage_replie;capteur_appele_par_collage;capteur_appele_par_longueur
S020;1105;epsilon;3;-;95;126;;
S020;1105;delta;3;-;57;20;beta;
S020;1107;epsilon;2;+;96;119;;
S020;1107;delta;2;+;58;75;;
S020;1108;epsilon;1;-;97;48;;
S020;1108;delta;1;-;59;116;;
S020;1109;alpha;4;+;126;106;delta;
S020;1109;epsilon;1;+;98;100;gamma;
S020;1109;delta;1;+;60;18;epsilon;
S020;1114;epsilon;5;-;99;116;;
S020;1116;epsilon;2;+;100;19;gamma;
S020;1134;alpha;25;-;127;84;delta;
S020;1137;alpha;3;+;128;81;;
S020;1138;alpha;1;-;129;49;;
S020;1140;alpha;2;+;130;111;;
S020;1147;alpha;7;-;131;101;;
S020;1147;epsilon;31;-;101;26;;
S020;1150;epsilon;3;+;102;9;;
S020;1151;alpha;4;+;132;125;;
S020;1153;alpha;2;-;133;109;epsilon;
S020;1154;epsilon;4;-;103;94;;
S020;1156;gamma;144;-;73;100;gamma;
S020;1157;gamma;1;+;74;112;;
S020;1158;gamma;1;-;75;105;;
S020;1164;gamma;6;+;76;40;;
S020;1166;gamma;2;-;77;21;delta;
S020;1169;gamma;3;+;78;86;;
S020;1170;alpha;17;+;134;122;;alpha
S020;1172;alpha;2;-;135;79;;
S020;1172;gamma;3;-;79;101;;
S020;1173;gamma;1;+;80;122;;
S020;1174;alpha;2;+;136;30;;
S020;1178;alpha;4;-;137;50;;
S020;1178;gamma;5;-;81;82;;
S020;1182;beta;130;-;69;25;;
S020;1182;delta;73;-;61;95;;
S020;1183;delta;1;+;62;62;;
S020;1186;delta;3;-;63;115;;
S020;1225;alpha;47;+;138;94;;
S020;1233;alpha;8;-;139;59;alpha;
S020;1236;alpha;3;+;140;85;;
S020;1239;alpha;3;-;141;91;epsilon;
S020;1240;alpha;1;+;142;22;;
S020;1241;alpha;1;-;143;94;;
S020;1243;alpha;2;+;144;53;;
S020;1244;alpha;1;-;145;23;;
S021;5;beta;5;-;1;5;;
S021;8;beta;3;+;2;53;;
S021;9;beta;1;-;3;23;;
S021;15;beta;6;+;4;109;epsilon;
S021;16;alpha;16;+;1;16;;
S021;25;epsilon;25;+;1;25;;
S021;26;gamma;26;+;1;26;;
S021;45;alpha;29;-;2;105;;
S021;48;alpha;3;+;3;37;;
S021;50;alpha;2;-;4;118;;
S021;58;gamma;32;-;2;92;;
S021;59;gamma;1;+;3;32;;
S021;60;alpha;10;+;5;126;;
S021;63;alpha;3;-;6;120;;
S021;64;alpha;1;+;7;58;;
S021;66;alpha;2;-;8;74;;
S021;67;epsilon;42;-;2;2;;
S021;67;gamma;8;-;4;74;;
S021;67;beta;52;-;5;30;;
S021;76;gamma;9;+;5;114;;
S021;77;alpha;11;+;9;45;;
S021;77;epsilon;10;+;3;83;;
S021;77;beta;10;+;6;89;;
S021;78;epsilon;1;-;4;69;;
S021;79;epsilon;1;+;5;56;;
S021;80;epsilon;1;-;6;53;;
S021;81;epsilon;1;+;7;23;;
S021;84;epsilon;3;-;8;106;delta;
S021;85;alpha;8;-;10;77;;
S021;85;gamma;9;-;6;6;;
S021;85;beta;8;-;7;9;;
S021;86;gamma;1;+;7;61;;
S021;87;gamma;1;-;8;103;;
S021;111;alpha;26;+;11;106;delta;
S021;114;epsilon;30;+;9;89;;
S021;114;gamma;27;+;9;40;;gamma
S021;114;beta;29;+;8;40;;
S021;139;alpha;28;-;12;87;;
S021;140;alpha;1;+;13;109;epsilon;
S021;141;alpha;1;-;14;75;;
S021;143;alpha;2;+;15;117;;
S021;153;alpha;10;-;16;26;;
S021;155;epsilon;41;-;10;51;;
S021;155;gamma;41;-;10;104;;
S021;156;gamma;1;+;11;25;;
S021;158;gamma;2;-;12;125;;
S021;159;gamma;1;+;13;108;gamma;
S021;160;epsilon;5;+;11;7;;
S021;167;alpha;14;+;17;74;;
S021;173;alpha;6;-;18;111;;
S021;173;epsilon;13;-;12;78;;
S021;174;alpha;1;+;19;95;;
S021;174;epsilon;1;+;13;19;gamma;
S021;208;alpha;34;-;20;9;;
S021;210;alpha;2;+;21;92;;
S021;218;alpha;8;-;22;39;;
S021;220;alpha;2;+;23;11;;
S021;228;alpha;8;-;24;118;;
S021;231;alpha;3;+;25;40;;
S021;234;alpha;3;-;26;22;;
S021;235;alpha;1;+;27;94;;
S021;236;alpha;1;-;28;52;;
S021;236;epsilon;62;-;14;57;;
S021;241;alpha;5;+;29;17;alpha;
S021;241;epsilon;5;+;15;67;;
S021;259;alpha;18;-;30;67;;epsilon
S021;263;alpha;4;+;31;39;;
S021;264;alpha;1;-;32;10;;
S021;266;alpha;2;+;33;102;;
S021;271;alpha;5;-;34;9;;
S021;277;alpha;6;+;35;96;;
S021;278;alpha;1;-;36;72;;
S021;280;alpha;2;+;37;87;;
S021;295;alpha;15;-;38;79;;
S021;295;epsilon;54;-;16;23;;
S021;298;gamma;139;-;14;62;;
S021;300;epsilon;5;+;17;108;gamma;
S021;300;gamma;2;+;15;114;;
S021;301;epsilon;1;-;18;65;;
S021;302;gamma;2;-;16;126;;
S021;305;beta;191;-;9;59;alpha;
S021;321;alpha;26;+;39;52;;
S021;328;epsilon;27;+;19;50;;gamma
S021;328;beta;23;+;10;81;;
S021;329;gamma;27;+;17;54;;gamma
S021;332;gamma;3;-;18;35;;
S021;333;beta;5;-;11;53;;
S021;334;epsilon;6;-;20;125;;
S021;336;alpha;15;-;40;8;;
S021;340;alpha;4;+;41;84;delta;
S021;341;alpha;1;-;42;79;;
S021;346;alpha;5;+;43;33;;
S021;346;epsilon;12;+;21;66;;
S021;347;alpha;1;-;44;77;;
S021;348;alpha;1;+;45;9;;
S021;349;alpha;1;-;46;91;epsilon;
S021;349;epsilon;3;-;22;28;;
S021;351;epsilon;2;+;23;28;;
S021;352;alpha;3;+;47;24;;
S021;353;gamma;21;+;19;92;;delta
S021;353;beta;20;+;12;113;;beta
S021;378;alpha;26;-;48;13;;
S021;385;epsilon;34;-;24;40;;
S021;385;gamma;32;-;20;88;;
S021;385;beta;32;-;13;29;;
S021;387;gamma;2;+;21;120;;
S021;387;beta;2;+;14;38;;
S021;388;gamma;1;-;22;58;;
S021;388;beta;1;-;15;0;;
S021;406;alpha;28;+;49;58;;
S021;406;gamma;18;+;23;103;;epsilon
S021;406;beta;18;+;16;18;epsilon;epsilon
S021;407;beta;1;-;17;54;;
S021;408;beta;1;+;18;33;;
S021;411;epsilon;26;+;25;89;;
S021;428;alpha;22;-;50;107;beta;
S021;428;epsilon;17;-;26;27;gamma;alpha
S021;428;gamma;22;-;24;35;;
S021;428;beta;20;-;19;18;epsilon;beta
S021;431;beta;3;+;20;56;;
S021;432;epsilon;4;+;27;20;beta;
S021;432;gamma;4;+;25;100;gamma;
S021;435;gamma;3;-;26;114;;
S021;436;epsilon;4;-;28;77;;
S021;437;epsilon;1;+;29;9;;
S021;437;gamma;2;+;27;126;;
S021;438;epsilon;1;-;30;91;epsilon;
S021;438;gamma;1;-;28;118;;
S021;440;epsilon;2;+;31;23;;
S021;440;gamma;2;+;29;39;;
S021;441;epsilon;1;-;32;104;;
S021;441;gamma;1;-;30;10;;
S021;442;beta;11;-;21;23;;
S021;444;beta;2;+;22;105;;
S021;449;beta;5;-;23;39;;
S021;450;alpha;22;+;51;54;;
S021;450;epsilon;9;+;33;33;;
S021;450;gamma;9;+;31;109;epsilon;
S021;450;beta;1;+;24;10;;
S021;451;epsilon;1;-;34;77;;
S021;451;gamma;1;-;32;75;;
S021;452;alpha;2;-;52;34;;
S021;452;beta;2;-;25;102;;
S021;453;beta;1;+;26;5;;
S021;454;beta;1;-;27;51;;
S021;464;alpha;12;+;53;110;alpha;
S021;464;beta;10;+;28;30;;
S021;465;alpha;1;-;54;85;;
S021;465;beta;1;-;29;47;;
S021;466;alpha;1;+;55;89;;
S021;466;beta;1;+;30;90;;
S021;468;beta;2;-;31;13;;
S021;469;beta;1;+;32;4;;
S021;470;epsilon;19;+;35;99;;gamma
S021;470;gamma;19;+;33;26;;gamma
S021;471;epsilon;1;-;36;102;;
S021;471;gamma;1;-;34;7;;
S021;472;beta;3;-;33;43;delta;
S021;473;alpha;7;-;56;8;;
S021;478;delta;478;-;1;97;;
S021;510;alpha;37;+;57;75;;
S021;511;alpha;1;-;58;116;;
S021;514;alpha;3;+;59;20;beta;
S021;519;alpha;5;-;60;78;;
S021;521;alpha;2;+;61;20;beta;
S021;523;alpha;2;-;62;75;;
S021;525;alpha;2;+;63;117;;
S021;528;alpha;3;-;64;30;;
S021;537;alpha;9;+;65;55;;
S021;538;epsilon;67;+;37;107;beta;
S021;539;epsilon;1;-;38;55;;
S021;540;epsilon;1;+;39;43;delta;
S021;541;alpha;4;-;66;46;;
S021;541;epsilon;1;-;40;50;;
S021;542;alpha;1;+;67;80;;
S021;542;epsilon;1;+;41;120;;
S021;546;epsilon;4;-;42;61;;
S021;547;epsilon;1;+;43;103;;
S021;560;alpha;18;-;68;17;alpha;epsilon
S021;561;alpha;1;+;69;44;;
S021;564;alpha;3;-;70;62;;
S021;565;epsilon;18;-;44;31;;epsilon
S021;566;epsilon;1;+;45;57;;
S021;567;alpha;3;+;71;115;;
S021;574;gamma;103;+;35;118;;
S021;584;alpha;17;-;72;87;;alpha
S021;586;alpha;2;+;73;110;alpha;
S021;588;alpha;2;-;74;86;;
S021;590;alpha;2;+;75;100;gamma;
S021;595;alpha;5;-;76;116;;
S021;596;alpha;1;+;77;18;epsilon;
S021;598;beta;126;+;34;73;;
S021;602;beta;4;-;35;99;;
S021;603;beta;1;+;36;102;;
S021;604;beta;1;-;37;5;;
S021;605;beta;1;+;38;51;;
S021;637;alpha;41;-;78;63;;
S021;639;alpha;2;+;79;124;;
S021;641;delta;163;+;2;8;;
S021;656;alpha;17;-;80;98;;alpha
S021;663;epsilon;97;-;46;82;;
S021;664;delta;23;-;3;61;;
S021;665;gamma;91;-;36;80;;epsilon
S021;666;gamma;1;+;37;39;;
S021;677;delta;13;+;4;17;alpha;
S021;678;alpha;22;+;81;43;delta;
S021;680;epsilon;17;+;47;89;;alpha
S021;685;epsilon;5;-;48;6;;
S021;687;alpha;9;-;82;58;;
S021;688;alpha;1;+;83;73;;
S021;691;alpha;3;-;84;98;;
S021;691;delta;14;-;5;63;;
S021;693;gamma;27;-;38;117;;gamma
S021;694;beta;89;-;39;109;epsilon;
S021;695;beta;1;+;40;75;;
S021;696;gamma;3;+;39;30;;
S021;698;gamma;2;-;40;48;;
S021;707;alpha;16;+;85;37;;
S021;707;epsilon;22;+;49;114;;
S021;707;gamma;9;+;41;108;gamma;
S021;707;delta;16;+;6;93;;
S021;735;alpha;28;-;86;45;;
S021;743;epsilon;36;-;50;6;;epsilon
S021;743;gamma;36;-;42;41;;epsilon
S021;749;epsilon;6;+;51;66;;
S021;749;gamma;6;+;43;35;;
S021;752;epsilon;3;-;52;28;;
S021;752;gamma;3;-;44;99;;
S021;754;beta;59;-;41;66;;alpha
S021;755;beta;1;+;42;26;;
S021;757;gamma;5;+;45;106;delta;
S021;758;gamma;1;-;46;45;;
S021;759;gamma;1;+;47;70;;
S021;760;gamma;1;-;48;66;;
S021;760;beta;5;-;43;11;;
S021;762;gamma;2;+;49;27;gamma;
S021;762;beta;2;+;44;112;;
S021;763;gamma;1;-;50;17;alpha;
S021;763;beta;1;-;45;105;;
S021;763;delta;56;-;7;85;;
S021;764;delta;1;+;8;89;;
S021;767;delta;3;-;9;4;;
S021;783;alpha;48;+;87;103;;
S021;783;epsilon;31;+;53;37;;
S021;783;gamma;20;+;51;69;;beta
S021;783;beta;20;+;46;106;delta;beta
S021;783;delta;16;+;10;35;;
S021;784;epsilon;1;-;54;117;;
S021;784;gamma;1;-;52;56;;
S021;784;beta;1;-;47;45;;
S021;787;epsilon;3;+;55;30;;
S021;788;alpha;5;-;88;19;gamma;
S021;788;epsilon;1;-;56;47;;
S021;788;delta;5;-;11;101;;
S021;789;alpha;1;+;89;64;;
S021;789;delta;1;+;12;122;;
S021;790;epsilon;2;+;57;91;epsilon;
S021;790;gamma;6;+;53;58;;
S021;790;beta;6;+;48;75;;
S021;793;beta;3;-;49;118;;
S021;795;beta;2;+;50;39;;
S021;800;beta;5;-;51;14;;
S021;801;gamma;11;-;54;96;;
S021;802;alpha;13;-;90;63;;
S021;803;alpha;1;+;91;123;;
S021;807;alpha;4;-;92;91;epsilon;
S021;807;epsilon;17;-;58;100;gamma;alpha
S021;808;delta;19;-;13;27;gamma;gamma
S021;809;epsilon;2;+;59;113;;
S021;809;delta;1;+;14;17;alpha;
S021;810;epsilon;1;-;60;115;;
S021;811;epsilon;1;+;61;8;;
S021;813;alpha;6;+;93;27;gamma;
S021;813;gamma;12;+;55;87;;
S021;813;beta;13;+;52;16;;
S021;894;alpha;81;-;94;114;;
S021;900;epsilon;89;-;62;0;;
S021;901;epsilon;1;+;63;1;;
S021;903;epsilon;2;-;64;12;;
S021;904;epsilon;1;+;65;121;;
S021;906;epsilon;2;-;66;69;;
S021;925;alpha;31;+;95;1;;
S021;926;alpha;1;-;96;11;;
S021;934;alpha;8;+;97;118;;
S021;937;alpha;3;-;98;40;;
S021;938;alpha;1;+;99;20;beta;
S021;942;epsilon;36;+;67;78;;epsilon
S021;959;alpha;21;-;100;116;;delta
S021;959;epsilon;17;-;68;70;;alpha
S021;959;gamma;146;-;56;24;;
S021;967;epsilon;8;+;69;73;;
S021;969;epsilon;2;-;70;97;;
S021;972;epsilon;3;+;71;84;delta;
S021;973;alpha;14;+;101;57;;
S021;975;gamma;16;+;57;3;;
S021;976;gamma;1;-;58;31;;
S021;977;gamma;1;+;59;57;;
S021;1027;alpha;54;-;102;39;;
S021;1036;epsilon;64;-;72;82;;
S021;1045;alpha;18;+;103;108;gamma;epsilon
S021;1046;alpha;1;-;104;65;;
S021;1056;alpha;10;+;105;33;;
S021;1060;epsilon;24;+;73;96;;
S021;1061;epsilon;1;-;74;72;;
S021;1065;alpha;9;-;106;85;;
S021;1066;alpha;1;+;107;89;;
S021;1068;epsilon;7;+;75;92;;
S021;1094;alpha;28;-;108;38;;
S021;1095;alpha;1;+;109;0;;
S021;1103;alpha;8;-;110;8;;
S021;1104;epsilon;36;-;76;92;;epsilon
S021;1105;gamma;128;-;60;105;;
S021;1106;gamma;1;+;61;35;;
S021;1108;gamma;2;-;62;98;;
S021;1109;gamma;1;+;63;92;;
S021;1111;gamma;2;-;64;33;;
S021;1115;beta;302;-;53;46;;
S021;1117;beta;2;+;54;81;;
S021;1121;beta;4;-;55;52;;
S021;1138;alpha;35;+;111;73;;
S021;1139;alpha;1;-;112;96;;
S021;1140;alpha;1;+;113;72;;
S021;1141;alpha;1;-;114;86;;
S021;1147;alpha;6;+;115;104;;
S021;1151;epsilon;47;+;77;103;;
S021;1152;epsilon;1;-;78;15;;
S021;1153;epsilon;1;+;79;24;;
S021;1170;alpha;23;-;116;9;;
S021;1171;epsilon;18;-;80;5;;epsilon
S021;1173;epsilon;2;+;81;52;;
S021;1174;alpha;4;+;117;94;;
S021;1175;gamma;64;+;65;62;;
S021;1175;beta;54;+;56;47;;
S021;1183;alpha;9;-;118;60;;
S021;1183;gamma;8;-;66;120;;
S021;1183;beta;8;-;57;97;;
S021;1187;alpha;4;+;119;96;;
S021;1187;gamma;4;+;67;61;;
S021;1187;beta;4;+;58;85;;
S021;1190;alpha;3;-;120;74;;
S021;1190;gamma;3;-;68;105;;
S021;1190;beta;3;-;59;91;epsilon;
S021;1192;epsilon;19;-;82;12;;gamma
S021;1212;alpha;22;+;121;56;;
S021;1214;epsilon;22;+;83;79;;
S021;1214;gamma;24;+;69;110;alpha;
S021;1215;beta;25;+;60;108;gamma;
S021;1216;beta;1;-;61;65;;
S021;1229;epsilon;15;-;84;41;;
S021;1229;gamma;15;-;70;93;;
S021;1230;epsilon;1;+;85;30;;
S021;1230;gamma;1;+;71;42;;
S021;1236;beta;20;+;62;43;delta;beta
S021;1237;beta;1;-;63;50;;
S021;1238;beta;1;+;64;120;;
S021;1239;alpha;27;-;122;39;;gamma
S021;1239;beta;1;-;65;58;;
S021;1240;alpha;1;+;123;10;;
S021;1242;alpha;2;-;124;102;;
S021;1244;gamma;14;-;72;23;;
S021;1245;gamma;1;+;73;104;;
S021;1246;gamma;1;-;74;25;;
S021;1248;gamma;2;+;75;125;;
S021;1251;alpha;9;+;125;13;;
S021;1251;beta;12;+;66;97;;
S021;1253;alpha;2;-;126;5;;
S021;1253;gamma;5;-;76;112;;
S021;1253;beta;2;-;67;83;;
S021;1254;epsilon;24;-;86;103;;
S021;1320;delta;449;-;15;50;;
S021;1321;delta;1;+;16;120;;
S021;1333;delta;12;-;17;74;;
S021;1350;alpha;35;+;127;27;gamma;
S021;1354;alpha;4;-;128;20;beta;
S021;1356;alpha;2;+;129;75;;
S021;1367;alpha;11;-;130;18;epsilon;
S021;1369;alpha;2;+;131;55;;
S021;1370;epsilon;54;+;87;67;;
S021;1375;delta;42;+;18;76;;
S021;1379;gamma;64;+;77;88;;
S021;1379;beta;64;+;68;109;epsilon;
S021;1382;gamma;3;-;78;121;;
S021;1382;beta;3;-;69;77;;
S021;1382;delta;7;-;19;5;;
S021;1384;gamma;2;+;79;69;;
S021;1384;beta;2;+;70;10;;
S021;1384;delta;2;+;20;52;;
S021;1385;beta;1;-;71;101;;
S021;1386;gamma;2;-;80;57;;
S021;1386;delta;2;-;21;14;;
S021;1389;gamma;3;+;81;65;;
S021;1389;delta;3;+;22;16;;
S021;1392;delta;3;-;23;36;epsilon;
S021;1393;beta;8;+;72;2;;
S021;1393;delta;1;+;24;107;beta;
S021;1428;alpha;59;-;132;98;;alpha
S021;1430;alpha;2;+;133;93;;
S021;1431;alpha;1;-;134;42;;
S021;1433;epsilon;63;-;88;32;;
S021;1439;gamma;50;-;82;73;;
S021;1439;beta;46;-;73;119;;
S021;1439;delta;46;-;25;78;;
S022;2;alpha;2;+;1;2;;
S022;2;epsilon;2;+;1;2;;
S022;2;gamma;2;+;1;2;;
S022;2;beta;2;+;1;2;;
S022;2;delta;2;+;1;2;;
S022;10;alpha;8;-;2;28;;
S022;10;epsilon;8;-;2;28;;
S022;12;alpha;2;+;3;28;;
S022;12;epsilon;2;+;3;28;;
S022;28;alpha;16;-;4;22;;
S022;28;epsilon;16;-;4;22;;
S022;30;epsilon;2;+;5;95;;
S022;31;epsilon;1;-;6;62;;
S022;32;gamma;30;-;2;103;;
S022;32;beta;30;-;2;103;;
S022;32;delta;30;-;2;103;;
S022;60;alpha;32;+;5;73;;
S022;60;beta;28;+;3;41;;
S022;61;epsilon;30;+;7;7;;
S022;61;gamma;29;+;3;42;;
S022;61;delta;29;+;3;42;;
S022;64;epsilon;3;-;8;73;;
S022;64;gamma;3;-;4;42;;
S022;65;epsilon;1;+;9;96;;
S022;65;gamma;1;+;5;40;;
S022;75;gamma;10;-;6;73;;
S022;76;beta;16;-;4;52;;
S022;76;delta;15;-;4;24;;
S022;77;alpha;17;-;6;78;;alpha
S022;77;epsilon;12;-;10;87;;
S022;81;epsilon;4;+;11;112;;
S022;81;delta;5;+;5;118;;
S022;82;alpha;5;+;7;23;;
S022;82;beta;6;+;5;18;epsilon;
S022;83;gamma;8;+;7;103;;
S022;86;alpha;4;-;8;107;beta;
S022;86;gamma;3;-;8;17;alpha;
S022;87;alpha;1;+;9;55;;
S022;87;gamma;1;+;9;44;;
S022;89;alpha;2;-;10;44;;
S022;89;gamma;2;-;10;61;;
S022;90;beta;8;-;6;61;;
S022;90;delta;9;-;6;46;;
S022;91;epsilon;10;-;12;34;;
S022;94;alpha;5;+;11;64;;
S022;94;epsilon;3;+;13;89;;
S022;94;delta;4;+;7;83;;
S022;95;gamma;6;+;11;108;gamma;
S022;95;beta;5;+;7;107;beta;
S022;101;alpha;7;-;12;12;;
S022;101;epsilon;7;-;14;8;;
S022;101;gamma;6;-;12;70;;
S022;101;beta;6;-;8;60;;
S022;101;delta;7;-;8;75;;
S022;153;alpha;52;+;13;109;epsilon;
S022;163;epsilon;62;+;15;100;gamma;
S022;178;alpha;25;-;14;3;;
S022;179;alpha;1;+;15;31;;
S022;180;alpha;1;-;16;57;;
S022;180;epsilon;17;-;16;111;;alpha
S022;182;epsilon;2;+;17;96;;
S022;184;epsilon;2;-;18;73;;
S022;185;epsilon;1;+;19;96;;
S022;186;epsilon;1;-;20;72;;
S022;193;epsilon;7;+;21;92;;
S022;194;epsilon;1;-;22;32;;
S022;197;alpha;17;+;17;2;;alpha
S022;197;epsilon;3;+;23;69;;
S022;203;alpha;6;-;18;26;;
S022;203;epsilon;6;-;24;61;;
S022;216;alpha;13;+;19;73;;
S022;217;alpha;1;-;20;96;;
S022;221;alpha;4;+;21;75;;
S022;225;alpha;4;-;22;119;;
S022;226;alpha;1;+;23;48;;
S022;227;alpha;1;-;24;100;gamma;
S022;229;alpha;2;+;25;113;;
S022;231;alpha;2;-;26;116;;
S022;237;alpha;6;+;27;23;;
S022;237;epsilon;34;+;25;38;;
S022;238;epsilon;1;-;26;0;;
S022;239;alpha;2;-;28;105;;
S022;241;alpha;2;+;29;36;epsilon;
S022;242;alpha;1;-;30;107;beta;
S022;248;alpha;6;+;31;60;;
S022;249;epsilon;11;+;27;11;;
S022;250;gamma;149;+;13;45;;
S022;253;gamma;3;-;14;72;;
S022;257;gamma;4;+;15;89;;
S022;258;gamma;1;-;16;2;;
S022;265;alpha;17;-;32;48;;alpha
S022;265;epsilon;16;-;28;100;gamma;
S022;269;epsilon;4;+;29;115;;
S022;270;epsilon;1;-;30;8;;
S022;289;alpha;24;+;33;125;;
S022;290;epsilon;20;+;31;58;;beta
S022;291;epsilon;1;-;32;73;;
S022;298;alpha;9;-;34;116;;
S022;299;alpha;1;+;35;18;epsilon;
S022;300;alpha;1;-;36;54;;
S022;302;alpha;2;+;37;34;;
S022;303;alpha;1;-;38;87;;
S022;304;alpha;1;+;39;109;epsilon;
S022;305;alpha;1;-;40;75;;
S022;317;alpha;12;+;41;19;gamma;
S022;318;epsilon;27;+;33;88;;gamma
S022;319;epsilon;1;-;34;119;;
S022;320;alpha;3;-;42;66;;
S022;322;alpha;2;+;43;27;gamma;
S022;324;epsilon;5;+;35;52;;
S022;325;alpha;3;-;44;19;gamma;
S022;325;epsilon;1;-;36;13;;
S022;363;alpha;38;+;45;33;;
S022;367;alpha;4;-;46;80;;
S022;374;alpha;7;+;47;45;;
S022;379;epsilon;54;+;37;84;delta;
S022;386;gamma;128;+;17;96;;
S022;387;gamma;1;-;18;72;;
S022;388;gamma;1;+;19;86;;
S022;398;beta;297;+;9;99;;
S022;399;beta;1;-;10;102;;
S022;400;beta;1;+;11;5;;
S022;403;beta;3;-;12;53;;
S022;404;alpha;30;-;48;85;;
S022;408;alpha;4;+;49;92;;
S022;408;beta;5;+;13;27;gamma;
S022;409;beta;1;-;14;17;alpha;
S022;410;alpha;2;-;50;33;;
S022;413;alpha;3;+;51;79;;
S022;414;beta;5;+;15;48;;
S022;424;alpha;11;-;52;37;;
S022;424;beta;10;-;16;111;;
S022;425;epsilon;46;-;38;64;;
S022;425;gamma;37;-;20;1;;
S022;431;gamma;6;+;21;16;;
S022;433;alpha;9;+;53;125;;
S022;433;epsilon;8;+;39;13;;
S022;433;beta;9;+;17;103;;
S022;435;alpha;2;-;54;109;epsilon;
S022;435;epsilon;2;-;40;5;;
S022;435;beta;2;-;18;16;;
S022;442;gamma;11;-;22;87;;
S022;449;alpha;14;+;55;119;;
S022;449;gamma;7;+;23;115;;
S022;450;epsilon;15;+;41;7;;
S022;450;beta;15;+;19;91;epsilon;
S022;456;alpha;7;-;56;54;;
S022;456;epsilon;6;-;42;76;;
S022;456;beta;6;-;20;27;gamma;
S022;458;gamma;9;-;24;16;;
S022;459;alpha;3;+;57;35;;
S022;459;gamma;1;+;25;34;;
S022;460;epsilon;4;+;43;2;;
S022;460;beta;4;+;21;20;beta;
S022;474;alpha;15;-;58;86;;
S022;475;alpha;1;+;59;99;;
S022;488;delta;387;+;9;76;;
S022;495;delta;7;-;10;5;;
S022;497;alpha;22;-;60;16;;
S022;498;alpha;1;+;61;34;;
S022;501;alpha;3;-;62;89;;
S022;506;epsilon;46;-;44;119;;
S022;510;gamma;51;-;26;22;;
S022;511;gamma;1;+;27;94;;
S022;512;epsilon;6;+;45;53;;
S022;513;alpha;12;+;63;22;;
S022;514;alpha;1;-;64;94;;
S022;515;alpha;1;+;65;52;;
S022;516;alpha;1;-;66;13;;
S022;517;alpha;1;+;67;4;;
S022;519;delta;24;+;11;16;;
S022;520;alpha;3;-;68;43;delta;
S022;520;epsilon;8;-;46;30;;
S022;520;delta;1;-;12;34;;
S022;522;alpha;2;+;69;51;;
S022;523;epsilon;3;+;47;49;;
S022;523;delta;3;+;13;89;;
S022;525;epsilon;2;-;48;111;;
S022;525;delta;2;-;14;3;;
S022;526;epsilon;1;+;49;95;;
S022;526;delta;1;+;15;31;;
S022;527;epsilon;1;-;50;62;;
S022;527;delta;1;-;16;57;;
S022;528;epsilon;1;+;51;113;;
S022;528;delta;1;+;17;63;;
S022;534;epsilon;6;-;52;120;;
S022;535;epsilon;1;+;53;58;;
S022;544;alpha;22;-;70;42;;
S022;544;epsilon;9;-;54;81;;
S022;546;alpha;2;+;71;41;;
S022;546;epsilon;2;+;55;50;;
S022;547;alpha;1;-;72;30;;
S022;547;epsilon;1;-;56;120;;
S022;548;gamma;37;-;28;39;;
S022;548;delta;20;-;18;97;;beta
S022;549;gamma;1;+;29;10;;
S022;550;gamma;1;-;30;101;;
S022;551;beta;91;-;22;59;alpha;epsilon
S022;552;beta;1;+;23;83;;
S022;553;gamma;3;+;31;124;;
S022;553;delta;5;+;19;86;;
S022;555;epsilon;8;+;57;65;;
S022;559;epsilon;4;-;58;19;gamma;
S022;560;gamma;7;-;32;104;;
S022;561;gamma;1;+;33;25;;
S022;563;alpha;16;+;73;95;;
S022;563;epsilon;4;+;59;67;;
S022;585;alpha;22;-;74;124;;
S022;586;epsilon;23;-;60;119;;
S022;587;gamma;26;-;34;113;;
S022;588;beta;36;-;24;81;;epsilon
S022;588;delta;35;-;20;126;;
S022;592;delta;4;+;21;121;;
S022;593;delta;1;-;22;68;alpha;
S022;594;beta;6;+;25;54;;
S022;594;delta;1;+;23;46;;
S022;597;beta;3;-;26;35;;
S022;599;delta;5;-;24;84;delta;
S022;601;delta;2;+;25;80;;
S022;602;alpha;17;+;75;98;;alpha
S022;602;beta;5;+;27;101;;
S022;603;gamma;16;+;35;13;;
S022;604;gamma;1;-;36;4;;
S022;605;epsilon;19;+;61;108;gamma;gamma
S022;605;gamma;1;+;37;41;;
S022;607;epsilon;2;-;62;66;;
S022;608;epsilon;1;+;63;26;;
S022;610;epsilon;2;-;64;8;;
S022;610;gamma;5;-;38;34;;
S022;611;gamma;1;+;39;87;;
S022;612;epsilon;2;+;65;82;;
S022;615;epsilon;3;-;66;61;;
S022;617;gamma;6;-;40;114;;
S022;619;gamma;2;+;41;126;;
S022;621;epsilon;6;+;67;108;gamma;
S022;636;alpha;34;-;76;55;;
S022;637;gamma;18;-;42;45;;epsilon
S022;638;gamma;1;+;43;70;;
S022;639;epsilon;18;-;68;23;;epsilon
S022;639;gamma;1;-;44;66;;
S022;639;beta;37;-;28;104;;
S022;641;epsilon;2;+;69;105;;
S022;641;gamma;2;+;45;27;gamma;
S022;641;beta;2;+;29;26;;
S022;644;epsilon;3;-;70;37;;
S022;644;gamma;3;-;46;19;gamma;
S022;644;beta;3;-;30;9;;
S022;658;delta;57;-;26;56;;
S022;659;delta;1;+;27;53;;
S022;666;alpha;30;+;77;69;;
S022;668;epsilon;24;+;71;41;;
S022;668;gamma;24;+;47;19;gamma;
S022;668;beta;24;+;31;35;;
